captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-08-27T13:01:16.675668+00:00,2026-08-27,Jake Irvin,4.5,-127,-101,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Gabriel Hughes,3.5,-132,+103,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Trevor Rogers,4.5,-152,+119,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Gerrit Cole,5.5,-121,-105,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Hayden Wesneski,4.5,+115,-147,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Noah Cameron,4.5,-124,-103,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Spencer Arrighetti,4.5,+127,-162,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Jacob Misiorowski,8.5,-125,-102,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Sean Manaea,4.5,-161,+126,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Chris Sale,7.5,+110,-141,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Yoshinobu Yamamoto,6.5,+123,-157,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Landen Roupp,4.5,+111,-141,live
2026-08-27T13:01:16.675668+00:00,2026-08-27,Jose Cabrera,3.5,+101,-129,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Trevor Rogers,4.5,-135,+106,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Gerrit Cole,5.5,-125,-102,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Hayden Wesneski,4.5,+100,-128,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Noah Cameron,4.5,+111,-142,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Spencer Arrighetti,4.5,+130,-166,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Jacob Misiorowski,8.5,-118,-108,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Sean Manaea,5.5,+128,-164,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Chris Sale,7.5,+111,-142,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Yoshinobu Yamamoto,6.5,+119,-153,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Landen Roupp,4.5,+111,-141,live
2026-08-27T17:28:43.164268+00:00,2026-08-27,Jose Cabrera,3.5,-107,-119,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Gerrit Cole,5.5,-142,+112,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Hayden Wesneski,4.5,-103,-124,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Noah Cameron,4.5,+111,-142,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Spencer Arrighetti,4.5,+115,-147,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Jacob Misiorowski,8.5,-129,+101,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Sean Manaea,4.5,-156,+122,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Chris Sale,7.5,+122,-155,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Yoshinobu Yamamoto,6.5,+124,-158,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Landen Roupp,4.5,+111,-141,live
2026-08-27T20:46:22.077337+00:00,2026-08-27,Jose Cabrera,3.5,-107,-119,live
