captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-08-25T13:01:34.555885+00:00,2026-08-25,Jackson Jobe,3.5,+105,-134,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Payton Tolle,6.5,+112,-143,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Tyler Phillips,3.5,-133,+104,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Andrew Alvarez,4.5,-113,-113,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Will Warren,5.5,+129,-165,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Ethan Pecko,4.5,+116,-148,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Max Scherzer,3.5,-161,+126,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Seth Lugo,3.5,-129,+101,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Kyle Harrison,5.5,-151,+118,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Zac Thornton,4.5,+118,-150,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Tyler Glasnow,6.5,+105,-134,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Bryce Elder,4.5,+116,-148,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Jacob deGrom,6.5,-126,-102,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Anthony Kay,4.5,-132,+103,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Chris Bassitt,3.5,-161,+126,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Gavin Williams,7.5,-153,+120,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Walbert Urena,4.5,+128,-164,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Brandon Pfaadt,4.5,+107,-136,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Clay Holmes,3.5,+106,-135,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Taj Bradley,5.5,-118,-108,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Gage Jump,4.5,-158,+124,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Paul Skenes,6.5,+121,-154,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Michael King,5.5,+119,-152,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Aaron Nola,5.5,-151,+118,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,George Kirby,4.5,-147,+115,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Brady Singer,4.5,+103,-131,live
2026-08-25T13:01:34.555885+00:00,2026-08-25,Adrian Houser,3.5,-122,-104,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Ian Seymour,5.5,-122,-105,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Jackson Jobe,3.5,+104,-132,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Payton Tolle,6.5,+112,-143,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Tyler Phillips,3.5,-133,+104,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Andrew Alvarez,4.5,-120,-107,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Will Warren,5.5,+129,-165,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Ethan Pecko,4.5,+116,-148,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Max Scherzer,3.5,-161,+126,live
2026-08-25T13:54:20.297004+00:00,2026-08-25,Seth Lugo,3.5,-129,+101,live
