captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-01T13:01:30.617070+00:00,2026-09-01,Nick Lodolo,4.5,+108,-138,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Randy Vasquez,3.5,+107,-136,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Gavin Williams,6.5,+122,-157,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Spencer Arrighetti,3.5,-122,-104,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Paul Skenes,6.5,+113,-144,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Logan Webb,4.5,-152,+119,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Freddy Peralta,4.5,-128,+100,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Sean Manaea,4.5,-105,-121,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Bryan Woo,5.5,+117,-150,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Jake Irvin,4.5,+108,-137,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,AJ Smith-Shawver,4.5,+122,-156,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Matthew Boyd,4.5,+105,-134,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Robert Gasser,3.5,-167,+131,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Randy Dobnak,3.5,-110,-116,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Tyler Phillips,3.5,+100,-128,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Troy Melton,4.5,+112,-143,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,MacKenzie Gore,6.5,+102,-130,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Sean Burke,5.5,-104,-123,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Ronel Blanco,4.5,-109,-117,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Kyle Bradish,4.5,-121,-106,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Gabriel Hughes,3.5,-170,+133,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Gerrit Cole,6.5,-119,-107,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Grayson Rodriguez,5.5,+107,-136,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Jesus Luzardo,5.5,-142,+111,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Eduardo Rodriguez,4.5,+103,-131,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Eric Lauer,3.5,-163,+128,live
2026-09-01T13:01:30.617070+00:00,2026-09-01,Michael McGreevy,3.5,+107,-136,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Nick Lodolo,4.5,+105,-134,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Randy Vasquez,3.5,+103,-132,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Gavin Williams,6.5,+118,-150,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Paul Skenes,6.5,+123,-157,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Logan Webb,5.5,+119,-152,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Freddy Peralta,4.5,-141,+111,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Sean Manaea,4.5,-116,-110,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Bryan Woo,4.5,-140,+110,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Jake Irvin,4.5,+114,-146,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,AJ Smith-Shawver,4.5,+121,-155,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Matthew Boyd,4.5,+123,-158,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Robert Gasser,4.5,+129,-166,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Randy Dobnak,3.5,-110,-116,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Tyler Phillips,3.5,+109,-139,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Troy Melton,4.5,+126,-162,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,MacKenzie Gore,6.5,+105,-134,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Sean Burke,5.5,-104,-123,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Ronel Blanco,4.5,-109,-117,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Kyle Bradish,4.5,-127,-101,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Gabriel Hughes,3.5,-172,+134,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Gerrit Cole,6.5,-113,-112,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Grayson Rodriguez,5.5,+107,-136,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Jesus Luzardo,5.5,-140,+110,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Eduardo Rodriguez,4.5,+114,-146,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Eric Lauer,3.5,-149,+117,live
2026-09-01T15:32:25.019807+00:00,2026-09-01,Michael McGreevy,3.5,+110,-140,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Nick Lodolo,4.5,-119,-107,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Randy Vasquez,3.5,+116,-148,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Gavin Williams,6.5,+112,-143,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Paul Skenes,6.5,+105,-134,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Logan Webb,5.5,+107,-137,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Freddy Peralta,5.5,+108,-137,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Sean Manaea,4.5,-112,-114,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Bryan Woo,4.5,-154,+120,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Jake Irvin,4.5,+107,-136,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,AJ Smith-Shawver,4.5,+117,-149,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Matthew Boyd,4.5,+112,-143,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Robert Gasser,3.5,-168,+131,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Randy Dobnak,3.5,-110,-116,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Tyler Phillips,3.5,+115,-147,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Troy Melton,4.5,+119,-152,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,MacKenzie Gore,6.5,+100,-128,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Sean Burke,5.5,-104,-123,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Ronel Blanco,4.5,-121,-105,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Kyle Bradish,4.5,-135,+106,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Gabriel Hughes,3.5,-166,+130,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Gerrit Cole,6.5,-114,-111,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Grayson Rodriguez,5.5,-106,-120,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Jesus Luzardo,5.5,-150,+117,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Eduardo Rodriguez,4.5,+109,-140,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Eric Lauer,3.5,-146,+115,live
2026-09-01T20:46:25.812818+00:00,2026-09-01,Michael McGreevy,3.5,+139,-178,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Nick Lodolo,4.5,-124,-103,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Randy Vasquez,3.5,+107,-136,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Gavin Williams,6.5,+119,-151,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Paul Skenes,6.5,+109,-140,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Logan Webb,5.5,+114,-146,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Freddy Peralta,5.5,+114,-146,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Sean Manaea,4.5,-116,-110,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Bryan Woo,4.5,-152,+119,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Jake Irvin,4.5,+103,-132,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,AJ Smith-Shawver,4.5,+117,-149,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Matthew Boyd,4.5,+112,-143,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Robert Gasser,4.5,+119,-151,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Randy Dobnak,3.5,-107,-119,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Tyler Phillips,3.5,+107,-136,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Troy Melton,4.5,+115,-147,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,MacKenzie Gore,6.5,+100,-128,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Sean Burke,5.5,-108,-118,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Ronel Blanco,4.5,-125,-102,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Kyle Bradish,4.5,-121,-106,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Gabriel Hughes,3.5,-166,+130,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Gerrit Cole,6.5,-110,-116,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Grayson Rodriguez,5.5,-106,-120,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Jesus Luzardo,5.5,-158,+124,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Eduardo Rodriguez,4.5,+109,-140,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Eric Lauer,3.5,-153,+120,live
2026-09-01T21:56:45.164961+00:00,2026-09-01,Michael McGreevy,3.5,+132,-168,live
