captured_at,date,event_id,event_name,start_time_utc,home_team,away_team,market,side,line,odds
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664936,LA Dodgers @ CIN Reds,2026-09-14T22:40:00.0000000Z,CIN,LAD,Moneyline,LA Dodgers,,-232
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664936,LA Dodgers @ CIN Reds,2026-09-14T22:40:00.0000000Z,CIN,LAD,Moneyline,CIN Reds,,+188
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664936,LA Dodgers @ CIN Reds,2026-09-14T22:40:00.0000000Z,CIN,LAD,Run Line,LA Dodgers,-1.5,-131
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664936,LA Dodgers @ CIN Reds,2026-09-14T22:40:00.0000000Z,CIN,LAD,Run Line,CIN Reds,1.5,+109
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664936,LA Dodgers @ CIN Reds,2026-09-14T22:40:00.0000000Z,CIN,LAD,Total,Over,7.5,-110
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664936,LA Dodgers @ CIN Reds,2026-09-14T22:40:00.0000000Z,CIN,LAD,Total,Under,7.5,-110
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664940,CHI White Sox @ CLE Guardians,2026-09-14T22:40:00.0000000Z,CLE,CWS,Moneyline,CHI White Sox,,+128
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664940,CHI White Sox @ CLE Guardians,2026-09-14T22:40:00.0000000Z,CLE,CWS,Moneyline,CLE Guardians,,-155
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664940,CHI White Sox @ CLE Guardians,2026-09-14T22:40:00.0000000Z,CLE,CWS,Run Line,CHI White Sox,1.5,-185
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664940,CHI White Sox @ CLE Guardians,2026-09-14T22:40:00.0000000Z,CLE,CWS,Run Line,CLE Guardians,-1.5,+152
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664940,CHI White Sox @ CLE Guardians,2026-09-14T22:40:00.0000000Z,CLE,CWS,Total,Over,7,-102
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664940,CHI White Sox @ CLE Guardians,2026-09-14T22:40:00.0000000Z,CLE,CWS,Total,Under,7,-118
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664948,DET Tigers @ TOR Blue Jays,2026-09-14T23:07:00.0000000Z,TOR,DET,Moneyline,DET Tigers,,+114
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664948,DET Tigers @ TOR Blue Jays,2026-09-14T23:07:00.0000000Z,TOR,DET,Moneyline,TOR Blue Jays,,-138
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664948,DET Tigers @ TOR Blue Jays,2026-09-14T23:07:00.0000000Z,TOR,DET,Run Line,DET Tigers,1.5,-192
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664948,DET Tigers @ TOR Blue Jays,2026-09-14T23:07:00.0000000Z,TOR,DET,Run Line,TOR Blue Jays,-1.5,+157
2026-09-14T13:01:40.806358+00:00,2026-09-14,34664948,DET Tigers @ TOR Blue Jays,2026-09-14T23:07:00.0000000Z,TOR,DET,Total,Over,7.5,-110
