captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-04T13:01:50.712252+00:00,2026-09-04,Logan Allen (CLE),3.5,+110,-141,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Keider Montero,2.5,-152,+119,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Shane Drohan,5.5,+106,-135,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Rhett Lowder,3.5,-160,+125,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Chris Sale,7.5,+123,-158,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Cristopher Sanchez,6.5,-122,-104,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Jared Jones,6.5,+122,-156,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Ryan Johnson (LAA),3.5,-133,+105,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Ranger Suarez,5.5,-115,-111,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Shane Baz,5.5,+130,-166,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Shota Imanaga,5.5,+120,-154,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Janson Junk,3.5,+112,-144,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Nolan McLean,6.5,+114,-146,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Matt Wilkinson,3.5,-166,+130,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Zebby Matthews,4.5,-105,-121,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Erick Fedde,3.5,+133,-171,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Nick Martinez,3.5,+111,-141,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Jameson Taillon,2.5,-126,-101,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Daniel Lynch,2.5,+116,-148,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Cristian Javier,4.5,+113,-144,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Merrill Kelly,4.5,+116,-148,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Ryan Feltner,3.5,-142,+111,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Andre Pallante,2.5,-157,+123,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Walker Buehler,4.5,-105,-121,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Max Fried,4.5,+122,-156,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Blake Snell,7.5,-116,-109,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Jackson Kent,3.5,+100,-127,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Logan Gilbert,6.5,-114,-112,live
2026-09-04T13:01:50.712252+00:00,2026-09-04,Kade Morris,2.5,+111,-141,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Logan Allen (CLE),3.5,+109,-140,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Keider Montero,2.5,-153,+119,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Shane Drohan,5.5,+101,-129,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Rhett Lowder,3.5,-160,+125,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Chris Sale,6.5,-123,-104,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Cristopher Sanchez,6.5,-119,-107,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Jared Jones,6.5,+122,-156,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Ryan Johnson (LAA),3.5,-133,+105,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Ranger Suarez,5.5,-113,-112,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Shane Baz,5.5,+125,-160,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Shota Imanaga,5.5,+106,-136,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Janson Junk,3.5,+121,-154,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Nolan McLean,6.5,+105,-134,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Matt Wilkinson,3.5,-139,+109,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Zebby Matthews,4.5,+104,-133,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Erick Fedde,3.5,+130,-166,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Nick Martinez,3.5,+111,-141,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Jameson Taillon,2.5,-125,-102,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Daniel Lynch,2.5,+115,-146,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Cristian Javier,4.5,+110,-141,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Merrill Kelly,4.5,+111,-142,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Ryan Feltner,3.5,-142,+111,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Andre Pallante,2.5,-158,+123,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Walker Buehler,4.5,-111,-115,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Max Fried,4.5,+127,-162,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Blake Snell,7.5,-142,+111,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Jackson Kent,3.5,+100,-127,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Logan Gilbert,6.5,-119,-108,live
2026-09-04T14:53:07.825905+00:00,2026-09-04,Kade Morris,2.5,+115,-147,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Shane Drohan,5.5,-101,-126,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Rhett Lowder,3.5,-148,+116,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Chris Sale,6.5,-128,+100,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Cristopher Sanchez,6.5,-102,-125,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Jared Jones,5.5,-143,+112,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Ryan Johnson (LAA),3.5,-131,+103,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Ranger Suarez,5.5,-109,-117,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Shane Baz,4.5,-154,+121,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Shota Imanaga,5.5,+115,-146,live
2026-09-04T20:45:58.989592+00:00,2026-09-04,Janson Junk,3.5,+119,-152,live
