captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-14T13:01:40.689499+00:00,2026-09-14,Tarik Skubal,7.5,-121,-105,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Nick Lodolo,4.5,+104,-132,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Gavin Williams,7.5,-142,+111,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Jose Soriano,5.5,+104,-133,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Troy Melton,3.5,-156,+122,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Jonah Tong,5.5,-109,-116,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Brandon Young,3.5,-151,+118,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Reynaldo Lopez,4.5,-101,-127,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,David Peterson,4.5,+116,-147,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Dean Kremer,4.5,-150,+118,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Will Warren,4.5,-103,-124,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Quinn Mathews,4.5,-160,+125,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Landen Roupp,4.5,+118,-151,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Casey Mize,3.5,-152,+119,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Tomoyuki Sugano,3.5,+130,-167,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Reid Detmers,6.5,-118,-108,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Kade Anderson,5.5,-133,+104,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Corbin Burnes,4.5,+131,-168,live
2026-09-14T13:01:40.689499+00:00,2026-09-14,Sandy Alcantara,3.5,-132,+103,live
