captured_at,date,pitcher_name,team,line,over_odds,under_odds,event_id,start_time_utc
2026-08-20T16:16:12.731268+00:00,2026-08-20,Brady Singer,CIN,17.5,-131,-101,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Michael McGreevy,STL,17.5,+103,-137,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,17.5,-184,+138,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Landen Roupp,SF,15.5,-123,-108,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Ian Seymour,TB,17.5,-140,+105,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Shane Bieber,TOR,16.5,-117,-113,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Anthony Kay,CWS,15.5,-105,-126,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grant Holmes,ATL,14.5,-163,+123,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gage Jump,OAK,16.5,-136,+102,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Randy Dobnak,KC,16.5,-123,-108,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,17.5,-115,-115,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,George Kirby,SEA,17.5,+107,-142,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gerrit Cole,NYY,18.5,+133,-178,34542845,2026-08-20T22:35:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Kyle Bradish,BAL,16.5,-126,-105,34542845,2026-08-20T22:35:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Jacob deGrom,TEX,15.5,+157,-211,34542846,2026-08-21T00:05:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Andrew Alvarez,WSH,14.5,-149,+112,34542846,2026-08-21T00:05:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Peter Lambert,HOU,17.5,-113,-117,34542847,2026-08-21T00:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grayson Rodriguez,LAA,15.5,-103,-129,34542847,2026-08-21T00:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Gavin Williams,CLE,17.5,-184,+138,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Landen Roupp,SF,15.5,-110,-121,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Ian Seymour,TB,17.5,-140,+105,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Shane Bieber,TOR,16.5,-117,-113,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Anthony Kay,CWS,15.5,-105,-126,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Grant Holmes,ATL,14.5,-163,+123,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Gage Jump,OAK,16.5,-136,+102,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Randy Dobnak,KC,16.5,-123,-108,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Robert Gasser,MIL,17.5,-119,-111,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,George Kirby,SEA,16.5,-141,+106,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Gerrit Cole,NYY,17.5,-173,+130,34542845,2026-08-20T22:35:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Kyle Bradish,BAL,16.5,-131,-101,34542845,2026-08-20T22:35:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Jacob deGrom,TEX,15.5,+157,-211,34542846,2026-08-21T00:05:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Andrew Alvarez,WSH,14.5,-149,+112,34542846,2026-08-21T00:05:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Peter Lambert,HOU,17.5,-135,+102,34542847,2026-08-21T00:10:00.0000000Z
2026-08-20T16:47:08.170609+00:00,2026-08-20,Grayson Rodriguez,LAA,15.5,-103,-129,34542847,2026-08-21T00:10:00.0000000Z
2026-08-20T19:01:09.096257+00:00,2026-08-20,Gerrit Cole,NYY,17.5,-173,+130,34542845,2026-08-20T22:35:00.0000000Z
2026-08-20T19:01:09.096257+00:00,2026-08-20,Kyle Bradish,BAL,16.5,-131,-101,34542845,2026-08-20T22:35:00.0000000Z
2026-08-20T19:01:09.096257+00:00,2026-08-20,Jacob deGrom,TEX,15.5,+152,-202,34542846,2026-08-21T00:05:00.0000000Z
2026-08-20T19:01:09.096257+00:00,2026-08-20,Andrew Alvarez,WSH,14.5,-149,+112,34542846,2026-08-21T00:05:00.0000000Z
2026-08-20T19:01:09.096257+00:00,2026-08-20,Peter Lambert,HOU,17.5,-128,-103,34542847,2026-08-21T00:10:00.0000000Z
2026-08-20T19:01:09.096257+00:00,2026-08-20,Grayson Rodriguez,LAA,15.5,-103,-129,34542847,2026-08-21T00:10:00.0000000Z
