captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-11T13:01:40.124057+00:00,2026-09-11,Shota Imanaga,6.5,+100,-128,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Wilber Dotel,1.5,-160,+125,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Framber Valdez,4.5,-155,+121,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Mason Adams,3.5,-169,+132,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Cade Cavalli,6.5,-151,+118,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Yusei Kikuchi,5.5,-117,-109,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Nolan McLean,6.5,+114,-146,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Carlos Rodon,5.5,+109,-139,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Max Scherzer,5.5,+116,-148,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Chris Bassitt,3.5,-101,-126,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Sonny Gray,5.5,+109,-139,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Seth Lugo,3.5,-164,+128,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Drew Rasmussen,5.5,+100,-127,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Ryan Gusto,3.5,-108,-118,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Chris Sale,7.5,+107,-136,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Aaron Nola,5.5,-111,-114,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Dustin May,5.5,-131,+103,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Andrew Abbott,3.5,-165,+129,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Taj Bradley,5.5,+111,-142,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Parker Messick,5.5,+113,-145,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Matthew Liberatore,5.5,-103,-123,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Anthony Kay,4.5,+125,-160,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,George Kirby,4.5,-136,+107,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Jeffrey Springs,4.5,+128,-164,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Robbie Ray,4.5,-126,-101,live
2026-09-11T13:01:40.124057+00:00,2026-09-11,Anthony Molina,3.5,-115,-111,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Shota Imanaga,6.5,+109,-139,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Wilber Dotel,1.5,-164,+128,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Framber Valdez,4.5,-136,+106,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Mason Adams,3.5,-162,+127,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Cade Cavalli,6.5,-151,+118,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Yusei Kikuchi,5.5,+102,-130,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Nolan McLean,6.5,+118,-151,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Carlos Rodon,5.5,+101,-129,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Max Scherzer,5.5,+105,-134,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Chris Bassitt,3.5,-106,-120,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Sonny Gray,5.5,+125,-160,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Seth Lugo,4.5,+135,-173,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Drew Rasmussen,5.5,-104,-123,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Blake Snell,7.5,-114,-112,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Ryan Gusto,3.5,-116,-109,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Chris Sale,7.5,+107,-136,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Aaron Nola,5.5,-111,-114,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Dustin May,5.5,-142,+111,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Andrew Abbott,3.5,-142,+111,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Parker Messick,5.5,+119,-152,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Taj Bradley,5.5,+120,-154,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Matthew Liberatore,5.5,-105,-122,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Anthony Kay,4.5,+133,-170,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,George Kirby,4.5,-136,+107,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Jeffrey Springs,3.5,-169,+132,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Robbie Ray,4.5,-102,-124,live
2026-09-11T14:55:47.627525+00:00,2026-09-11,Anthony Molina,3.5,-112,-114,live
