captured_at,date,pitcher_name,team,line,over_odds,under_odds,event_id,start_time_utc
2026-08-25T16:16:39.732882+00:00,2026-08-25,Ian Seymour,TB,5.5,-119,-107,34564606,2026-08-25T22:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Jackson Jobe,DET,3.5,+104,-132,34564606,2026-08-25T22:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Payton Tolle,BOS,6.5,+113,-145,34564607,2026-08-25T22:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Tyler Phillips,MIA,3.5,-153,+119,34564607,2026-08-25T22:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Andrew Alvarez,WSH,4.5,-139,+109,34564608,2026-08-25T22:45:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Will Warren,NYY,4.5,-152,+119,34564609,2026-08-25T23:05:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Ethan Pecko,HOU,4.5,+124,-158,34564609,2026-08-25T23:05:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Max Scherzer,TOR,3.5,-162,+126,34564610,2026-08-25T23:07:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Seth Lugo,KC,3.5,-129,+101,34564610,2026-08-25T23:07:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Kyle Harrison,MIL,5.5,-126,-102,34564611,2026-08-25T23:10:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Zac Thornton,NYM,4.5,+124,-158,34564611,2026-08-25T23:10:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Tyler Glasnow,LAD,5.5,-149,+117,34564612,2026-08-25T23:15:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Bryce Elder,ATL,4.5,+130,-167,34564612,2026-08-25T23:15:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Jacob deGrom,TEX,6.5,-117,-109,34564613,2026-08-25T23:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Anthony Kay,CWS,4.5,-130,+102,34564613,2026-08-25T23:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Chris Bassitt,BAL,3.5,-124,-102,34564614,2026-08-25T23:45:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Gavin Williams,CLE,7.5,-150,+117,34564615,2026-08-26T01:38:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Walbert Urena,LAA,4.5,+123,-158,34564615,2026-08-26T01:38:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Brandon Pfaadt,ARI,4.5,+111,-141,34564616,2026-08-26T01:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Clay Holmes,CHC,3.5,+107,-136,34564616,2026-08-26T01:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Taj Bradley,MIN,5.5,-118,-108,34564617,2026-08-26T01:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Gage Jump,OAK,4.5,-158,+124,34564617,2026-08-26T01:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Paul Skenes,PIT,6.5,+123,-157,34564618,2026-08-26T01:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Michael King,SD,5.5,-112,-114,34564618,2026-08-26T01:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Aaron Nola,PHI,5.5,-122,-104,34564619,2026-08-26T01:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,George Kirby,SEA,4.5,-126,-101,34564619,2026-08-26T01:40:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Brady Singer,CIN,4.5,+115,-147,34564620,2026-08-26T01:45:00.0000000Z
2026-08-25T16:16:39.732882+00:00,2026-08-25,Adrian Houser,SF,3.5,-137,+107,34564620,2026-08-26T01:45:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Ian Seymour,TB,5.5,-114,-112,34564606,2026-08-25T22:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Jackson Jobe,DET,3.5,+111,-141,34564606,2026-08-25T22:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Payton Tolle,BOS,6.5,+118,-150,34564607,2026-08-25T22:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Tyler Phillips,MIA,3.5,-138,+108,34564607,2026-08-25T22:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Andrew Alvarez,WSH,4.5,-139,+109,34564608,2026-08-25T22:45:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Will Warren,NYY,4.5,-152,+119,34564609,2026-08-25T23:05:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Ethan Pecko,HOU,4.5,+124,-158,34564609,2026-08-25T23:05:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Max Scherzer,TOR,3.5,-162,+126,34564610,2026-08-25T23:07:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Seth Lugo,KC,3.5,-129,+101,34564610,2026-08-25T23:07:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Kyle Harrison,MIL,5.5,-126,-102,34564611,2026-08-25T23:10:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Zac Thornton,NYM,4.5,+124,-158,34564611,2026-08-25T23:10:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Tyler Glasnow,LAD,5.5,-159,+124,34564612,2026-08-25T23:15:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Bryce Elder,ATL,4.5,+130,-167,34564612,2026-08-25T23:15:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Jacob deGrom,TEX,6.5,-117,-109,34564613,2026-08-25T23:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Anthony Kay,CWS,4.5,-130,+102,34564613,2026-08-25T23:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Chris Bassitt,BAL,3.5,-124,-102,34564614,2026-08-25T23:45:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Gavin Williams,CLE,7.5,-150,+117,34564615,2026-08-26T01:38:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Walbert Urena,LAA,4.5,+123,-158,34564615,2026-08-26T01:38:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Brandon Pfaadt,ARI,4.5,+111,-141,34564616,2026-08-26T01:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Clay Holmes,CHC,3.5,+107,-136,34564616,2026-08-26T01:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Taj Bradley,MIN,5.5,-118,-108,34564617,2026-08-26T01:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Gage Jump,OAK,5.5,+127,-162,34564617,2026-08-26T01:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Paul Skenes,PIT,5.5,-163,+127,34564618,2026-08-26T01:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Michael King,SD,5.5,+102,-130,34564618,2026-08-26T01:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Aaron Nola,PHI,5.5,-122,-104,34564619,2026-08-26T01:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,George Kirby,SEA,4.5,-126,-101,34564619,2026-08-26T01:40:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Brady Singer,CIN,4.5,+115,-147,34564620,2026-08-26T01:45:00.0000000Z
2026-08-25T16:41:16.286590+00:00,2026-08-25,Adrian Houser,SF,3.5,-137,+107,34564620,2026-08-26T01:45:00.0000000Z
2026-08-25T19:01:13.159166+00:00,2026-08-25,Jackson Jobe,DET,3.5,+111,-141,34564606,2026-08-25T22:40:00.0000000Z
