captured_at,date,pitcher_name,team,milestone,odds,event_id,start_time_utc
2026-08-20T16:16:12.731268+00:00,2026-08-20,Brady Singer,CIN,2,-2300,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Brady Singer,CIN,3,-587,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Brady Singer,CIN,4,-218,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Brady Singer,CIN,5,+105,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Brady Singer,CIN,6,+226,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Brady Singer,CIN,7,+494,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Brady Singer,CIN,8,+1040,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Michael McGreevy,STL,2,-3100,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Michael McGreevy,STL,3,-660,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Michael McGreevy,STL,4,-235,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Michael McGreevy,STL,5,+101,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Michael McGreevy,STL,6,+220,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Michael McGreevy,STL,7,+476,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Michael McGreevy,STL,8,+1040,34542839,2026-08-20T16:40:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,5,-1120,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,6,-452,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,7,-220,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,8,-113,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,9,+168,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,10,+318,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,11,+600,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gavin Williams,CLE,12,+1120,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Landen Roupp,SF,2,-3000,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Landen Roupp,SF,3,-630,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Landen Roupp,SF,4,-226,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Landen Roupp,SF,5,+105,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Landen Roupp,SF,6,+234,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Landen Roupp,SF,7,+513,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Landen Roupp,SF,8,+1140,34542840,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Ian Seymour,TB,3,-1540,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Ian Seymour,TB,4,-450,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Ian Seymour,TB,5,-186,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Ian Seymour,TB,6,+116,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Ian Seymour,TB,7,+247,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Ian Seymour,TB,8,+512,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Ian Seymour,TB,9,+1060,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Shane Bieber,TOR,2,-1300,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Shane Bieber,TOR,3,-356,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Shane Bieber,TOR,4,-136,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Shane Bieber,TOR,5,+166,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Shane Bieber,TOR,6,+367,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Shane Bieber,TOR,7,+810,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Shane Bieber,TOR,8,+1680,34542841,2026-08-20T17:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Anthony Kay,CWS,2,-2700,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Anthony Kay,CWS,3,-572,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Anthony Kay,CWS,4,-209,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Anthony Kay,CWS,5,+110,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Anthony Kay,CWS,6,+246,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Anthony Kay,CWS,7,+542,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Anthony Kay,CWS,8,+1220,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grant Holmes,ATL,2,-3200,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grant Holmes,ATL,3,-680,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grant Holmes,ATL,4,-230,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grant Holmes,ATL,5,+106,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grant Holmes,ATL,6,+244,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grant Holmes,ATL,7,+565,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Grant Holmes,ATL,8,+1320,34542842,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gage Jump,OAK,3,-1040,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gage Jump,OAK,4,-361,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gage Jump,OAK,5,-152,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gage Jump,OAK,6,+142,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gage Jump,OAK,7,+292,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gage Jump,OAK,8,+592,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Gage Jump,OAK,9,+1220,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Randy Dobnak,KC,2,-730,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Randy Dobnak,KC,3,-222,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Randy Dobnak,KC,4,+117,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Randy Dobnak,KC,5,+279,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Randy Dobnak,KC,6,+650,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Randy Dobnak,KC,7,+1440,34542843,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,3,-1720,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,4,-514,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,5,-211,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,6,+102,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,7,+212,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,8,+433,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,9,+860,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,Robert Gasser,MIL,10,+1700,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,George Kirby,SEA,3,-830,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,George Kirby,SEA,4,-305,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,George Kirby,SEA,5,-138,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,George Kirby,SEA,6,+154,34542844,2026-08-20T18:10:00.0000000Z
2026-08-20T16:16:12.731268+00:00,2026-08-20,George Kirby,SEA,7,+314,34542844,2026-08-20T18:10:00.0000000Z
