captured_at,date,pitcher_name,team,line,over_odds,under_odds,event_id,start_time_utc
2026-09-07T16:16:10.251805+00:00,2026-09-07,Jesus Luzardo,PHI,18.5,+129,-171,34629138,2026-09-07T17:05:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Grant Holmes,ATL,14.5,-142,+107,34629138,2026-09-07T17:05:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Eury Perez,MIA,16.5,-111,-120,34629139,2026-09-07T17:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Jonah Tong,NYM,14.5,-122,-108,34629139,2026-09-07T17:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Trevor Rogers,BAL,17.5,-174,+130,34629140,2026-09-07T17:35:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Joey Cantillo,CLE,15.5,+108,-143,34629140,2026-09-07T17:35:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Grayson Rodriguez,LAA,15.5,-108,-122,34629141,2026-09-07T17:35:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Brayan Bello,BOS,14.5,-148,+112,34629141,2026-09-07T17:35:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Noah Cameron,KC,17.5,-103,-128,34629142,2026-09-07T18:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Matthew Boyd,CHC,17.5,-101,-131,34629143,2026-09-07T18:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Robert Gasser,MIL,15.5,+129,-172,34629143,2026-09-07T18:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Troy Melton,DET,17.5,-137,+103,34629144,2026-09-07T19:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Joe Ryan,MIN,10.5,-126,-105,34629144,2026-09-07T19:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Jake Irvin,WSH,15.5,-106,-126,34629145,2026-09-07T21:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Nick Pivetta,SD,12.5,-133,+100,34629145,2026-09-07T21:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Logan Webb,SF,17.5,-182,+136,34629146,2026-09-08T00:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Michael McGreevy,STL,16.5,+102,-136,34629146,2026-09-08T00:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Emmet Sheehan,LAD,14.5,-168,+126,34629147,2026-09-08T01:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Chase Burns,CIN,11.5,-172,+129,34629147,2026-09-08T01:10:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Dylan Cease,TOR,17.5,-219,+163,34629148,2026-09-08T02:05:00.0000000Z
2026-09-07T16:16:10.251805+00:00,2026-09-07,Jacob Lopez,OAK,15.5,-132,+100,34629148,2026-09-08T02:05:00.0000000Z
