captured_at,date,pitcher_name,team,line,over_odds,under_odds,event_id,start_time_utc
2026-09-05T16:16:19.144025+00:00,2026-09-05,Ryan Gusto,MIA,3.5,-147,+115,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Javier Assad,CHC,3.5,+103,-132,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Zac Thornton,NYM,4.5,-133,+105,34620592,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Anthony Molina,SF,3.5,-114,-112,34620592,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Zack Wheeler,PHI,6.5,-109,-117,34620593,2026-09-05T22:05:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Martin Perez,ATL,3.5,+100,-127,34620593,2026-09-05T22:05:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Parker Messick,CLE,6.5,+110,-141,34620594,2026-09-05T22:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Framber Valdez,DET,3.5,-145,+113,34620594,2026-09-05T22:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Dustin May,MIL,5.5,+104,-133,34620595,2026-09-05T22:40:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Andrew Abbott,CIN,3.5,-132,+104,34620595,2026-09-05T22:40:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Braxton Ashcraft,PIT,5.5,-125,-102,34620596,2026-09-05T22:40:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Yusei Kikuchi,LAA,5.5,-106,-120,34620596,2026-09-05T22:40:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Sonny Gray,BOS,5.5,-131,+102,34620597,2026-09-05T23:05:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Chris Bassitt,BAL,4.5,+117,-150,34620597,2026-09-05T23:05:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Drew Rasmussen,TB,5.5,-125,-102,34620598,2026-09-05T23:05:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Jacob deGrom,TEX,5.5,-101,-127,34620598,2026-09-05T23:05:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Max Scherzer,TOR,3.5,-110,-115,34620600,2026-09-05T23:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Seth Lugo,KC,3.5,+117,-149,34620600,2026-09-05T23:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Taj Bradley,MIN,6.5,-104,-122,34620599,2026-09-05T23:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Anthony Kay,CWS,3.5,-173,+135,34620599,2026-09-05T23:10:00.0000000Z
