captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-08-31T13:01:13.628482+00:00,2026-08-31,Bryce Elder,3.5,-165,+129,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Michael King,5.5,-136,+106,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Brady Singer,4.5,+114,-146,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Ian Seymour,6.5,+112,-143,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Robert Stock,3.5,+119,-152,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Payton Tolle,7.5,+119,-152,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,George Kirby,4.5,-124,-103,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Will Dion,3.5,-160,+125,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Ryan Gusto,3.5,-159,+124,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Kyle Harrison,5.5,+118,-151,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Clay Holmes,4.5,+127,-163,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Taj Bradley,5.5,-112,-114,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Jackson Jobe,3.5,-105,-121,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Jacob deGrom,6.5,-116,-110,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Gage Jump,5.5,-102,-125,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Peter Lambert,5.5,-102,-125,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Anthony Kay,4.5,+111,-141,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Tanner Gordon,4.5,-113,-113,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Walbert Urena,5.5,+104,-132,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Elmer Rodriguez,4.5,+125,-160,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Aaron Nola,4.5,-136,+106,live
2026-08-31T13:01:13.628482+00:00,2026-08-31,Brandon Pfaadt,3.5,-129,+101,live
2026-08-31T13:08:30.760250+00:00,2026-08-31,Bryce Elder,3.5,-170,+133,live
