captured_at,date,pitcher_name,team,line,over_odds,under_odds,event_id,start_time_utc
2026-09-12T16:16:24.208477+00:00,2026-09-12,Tanner Gordon,COL,3.5,-153,+120,34653903,2026-09-12T17:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Gerrit Cole,NYY,5.5,-116,-110,34653904,2026-09-12T17:35:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Zac Thornton,NYM,4.5,+127,-162,34653904,2026-09-12T17:35:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Paul Skenes,PIT,5.5,+109,-140,34653905,2026-09-12T18:20:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Clay Holmes,CHC,4.5,+108,-138,34653905,2026-09-12T18:20:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Kyle Bradish,BAL,3.5,-137,+108,34653906,2026-09-12T19:07:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Michael King,SD,4.5,-133,+104,34653907,2026-09-12T20:05:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Cesar Perdomo,SF,3.5,-139,+109,34653907,2026-09-12T20:05:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Andrew Alvarez,WSH,5.5,+114,-145,34653908,2026-09-12T20:05:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Walbert Urena,LAA,4.5,-118,-108,34653908,2026-09-12T20:05:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Ranger Suarez,BOS,4.5,-157,+123,34653909,2026-09-12T20:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Randy Dobnak,KC,3.5,+122,-156,34653909,2026-09-12T20:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Tyler Glasnow,LAD,7.5,+114,-146,34653910,2026-09-12T20:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Tyler Phillips,MIA,3.5,-139,+109,34653910,2026-09-12T20:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Connor Prielipp,MIN,4.5,+124,-158,34653911,2026-09-12T20:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Ian Seymour,TB,5.5,-102,-125,34653912,2026-09-12T22:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Peter Lambert,HOU,3.5,-168,+131,34653912,2026-09-12T22:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Brady Singer,CIN,4.5,-115,-110,34653925,2026-09-12T23:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Tyler Mahle,ATL,4.5,-113,-113,34653926,2026-09-12T23:15:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Brandon Pfaadt,ARI,4.5,+119,-152,34653928,2026-09-13T00:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Kumar Rocker,TEX,3.5,-135,+106,34653928,2026-09-13T00:10:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Bryan Woo,SEA,5.5,+105,-134,34653930,2026-09-13T01:40:00.0000000Z
2026-09-12T16:16:24.208477+00:00,2026-09-12,Gage Jump,OAK,5.5,+118,-151,34653930,2026-09-13T01:40:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Tanner Gordon,COL,3.5,-153,+120,34653903,2026-09-12T17:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Gerrit Cole,NYY,5.5,-116,-110,34653904,2026-09-12T17:35:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Zac Thornton,NYM,4.5,+130,-166,34653904,2026-09-12T17:35:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Paul Skenes,PIT,5.5,+109,-140,34653905,2026-09-12T18:20:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Clay Holmes,CHC,4.5,+104,-133,34653905,2026-09-12T18:20:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Kyle Bradish,BAL,3.5,-137,+108,34653906,2026-09-12T19:07:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Michael King,SD,4.5,-116,-110,34653907,2026-09-12T20:05:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Cesar Perdomo,SF,3.5,-139,+109,34653907,2026-09-12T20:05:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Andrew Alvarez,WSH,5.5,+114,-145,34653908,2026-09-12T20:05:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Walbert Urena,LAA,4.5,-130,+102,34653908,2026-09-12T20:05:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Ranger Suarez,BOS,4.5,-152,+119,34653909,2026-09-12T20:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Randy Dobnak,KC,3.5,+119,-152,34653909,2026-09-12T20:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Tyler Glasnow,LAD,7.5,+124,-158,34653910,2026-09-12T20:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Tyler Phillips,MIA,3.5,-133,+104,34653910,2026-09-12T20:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Connor Prielipp,MIN,4.5,+128,-164,34653911,2026-09-12T20:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Ian Seymour,TB,5.5,-102,-125,34653912,2026-09-12T22:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Peter Lambert,HOU,3.5,-168,+131,34653912,2026-09-12T22:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Brady Singer,CIN,4.5,-115,-110,34653925,2026-09-12T23:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Tyler Mahle,ATL,4.5,-113,-113,34653926,2026-09-12T23:15:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Kyle Leahy,STL,2.5,-152,+119,34653927,2026-09-12T23:15:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Brandon Pfaadt,ARI,4.5,+114,-145,34653928,2026-09-13T00:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Kumar Rocker,TEX,3.5,-135,+106,34653928,2026-09-13T00:10:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Bryan Woo,SEA,5.5,+105,-134,34653930,2026-09-13T01:40:00.0000000Z
2026-09-12T16:51:43.956997+00:00,2026-09-12,Gage Jump,OAK,5.5,+118,-151,34653930,2026-09-13T01:40:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Kyle Bradish,BAL,3.5,-150,+117,34653906,2026-09-12T19:07:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Michael King,SD,4.5,-134,+105,34653907,2026-09-12T20:05:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Cesar Perdomo,SF,3.5,-143,+112,34653907,2026-09-12T20:05:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Andrew Alvarez,WSH,5.5,+120,-153,34653908,2026-09-12T20:05:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Walbert Urena,LAA,4.5,-120,-106,34653908,2026-09-12T20:05:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Ranger Suarez,BOS,4.5,-137,+108,34653909,2026-09-12T20:10:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Randy Dobnak,KC,3.5,+119,-152,34653909,2026-09-12T20:10:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Tyler Glasnow,LAD,7.5,+121,-154,34653910,2026-09-12T20:10:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Tyler Phillips,MIA,3.5,-132,+104,34653910,2026-09-12T20:10:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Connor Prielipp,MIN,4.5,+128,-164,34653911,2026-09-12T20:10:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Ian Seymour,TB,5.5,+102,-130,34653912,2026-09-12T22:10:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Peter Lambert,HOU,4.5,+130,-166,34653912,2026-09-12T22:10:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Brady Singer,CIN,4.5,-105,-121,34653925,2026-09-12T23:10:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Tyler Mahle,ATL,4.5,-113,-113,34653926,2026-09-12T23:15:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Kyle Leahy,STL,2.5,-157,+123,34653927,2026-09-12T23:15:00.0000000Z
2026-09-12T19:01:03.394416+00:00,2026-09-12,Brandon Pfaadt,ARI,4.5,+108,-138,34653928,2026-09-13T00:10:00.0000000Z
