captured_at,date,pitcher_name,team,milestone,odds,event_id,start_time_utc
2026-08-05T17:59:24.483368+00:00,2026-08-05,Hunter Brown,HOU,3,-1700,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Hunter Brown,HOU,4,-515,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Hunter Brown,HOU,5,-211,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Hunter Brown,HOU,6,+106,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Hunter Brown,HOU,7,+225,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Hunter Brown,HOU,8,+475,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Hunter Brown,HOU,9,+1000,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Jameson Taillon,TOR,2,-2800,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Jameson Taillon,TOR,3,-586,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Jameson Taillon,TOR,4,-207,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Jameson Taillon,TOR,5,+116,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Jameson Taillon,TOR,6,+256,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Jameson Taillon,TOR,7,+566,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Jameson Taillon,TOR,8,+1220,34479822,2026-08-05T18:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Shota Imanaga,CHC,3,-1020,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Shota Imanaga,CHC,4,-336,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Shota Imanaga,CHC,5,-142,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Shota Imanaga,CHC,6,+156,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Shota Imanaga,CHC,7,+338,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Shota Imanaga,CHC,8,+700,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Shota Imanaga,CHC,9,+1440,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Eric Lauer,LAD,2,-1040,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Eric Lauer,LAD,3,-295,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Eric Lauer,LAD,4,-114,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Eric Lauer,LAD,5,+206,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Eric Lauer,LAD,6,+469,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Eric Lauer,LAD,7,+1040,34479823,2026-08-05T18:20:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Carson Whisenhunt,SF,2,-1780,34479824,2026-08-05T18:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Carson Whisenhunt,SF,3,-482,34479824,2026-08-05T18:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Carson Whisenhunt,SF,4,-181,34479824,2026-08-05T18:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Carson Whisenhunt,SF,5,+127,34479824,2026-08-05T18:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Carson Whisenhunt,SF,6,+270,34479824,2026-08-05T18:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Carson Whisenhunt,SF,7,+571,34479824,2026-08-05T18:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Carson Whisenhunt,SF,8,+1200,34479824,2026-08-05T18:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Nick Martinez,TB,2,-1020,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Nick Martinez,TB,3,-285,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Nick Martinez,TB,4,-108,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Nick Martinez,TB,5,+213,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Nick Martinez,TB,6,+488,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Nick Martinez,TB,7,+1120,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Tomoyuki Sugano,COL,1,-2500,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Tomoyuki Sugano,COL,2,-369,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Tomoyuki Sugano,COL,3,-118,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Tomoyuki Sugano,COL,4,+219,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Tomoyuki Sugano,COL,5,+537,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Tomoyuki Sugano,COL,6,+1280,34479826,2026-08-05T19:10:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Reid Detmers,LAA,4,-2500,34479827,2026-08-05T22:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Reid Detmers,LAA,5,-810,34479827,2026-08-05T22:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Reid Detmers,LAA,6,-349,34479827,2026-08-05T22:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Reid Detmers,LAA,7,-168,34479827,2026-08-05T22:35:00.0000000Z
2026-08-05T17:59:24.483368+00:00,2026-08-05,Reid Detmers,LAA,8,+119,34479827,2026-08-05T22:35:00.0000000Z
