captured_at,date,pitcher_name,team,milestone,odds,event_id,start_time_utc
2026-09-05T16:16:19.144025+00:00,2026-09-05,Ryan Gusto,MIA,2,-1400,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Ryan Gusto,MIA,3,-391,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Ryan Gusto,MIA,4,-150,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Ryan Gusto,MIA,5,+154,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Ryan Gusto,MIA,6,+338,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Ryan Gusto,MIA,7,+740,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Ryan Gusto,MIA,8,+1560,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Javier Assad,CHC,2,-790,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Javier Assad,CHC,3,-245,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Javier Assad,CHC,4,+103,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Javier Assad,CHC,5,+244,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Javier Assad,CHC,6,+565,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Javier Assad,CHC,7,+1280,34620591,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Zac Thornton,NYM,3,-970,34620592,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Zac Thornton,NYM,4,-327,34620592,2026-09-05T20:10:00.0000000Z
2026-09-05T16:16:19.144025+00:00,2026-09-05,Zac Thornton,NYM,5,-134,34620592,2026-09-05T20:10:00.0000000Z
