captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-08T13:01:54.791479+00:00,2026-09-08,Tanner Bibee,5.5,+118,-151,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Brandon Young,3.5,-138,+108,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Drew Anderson,4.5,-137,+107,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Dean Kremer,4.5,-109,-116,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Sean Manaea,5.5,+108,-137,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Sandy Alcantara,4.5,-119,-107,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Andrew Painter,4.5,-128,+100,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Hayden Wesneski,3.5,-137,+107,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Reid Detmers,5.5,-149,+117,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Patrick Sandoval,5.5,-144,+113,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Cam Schlittler,7.5,-131,+103,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Gabriel Hughes,3.5,-157,+123,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Freddy Peralta,4.5,-112,-114,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,AJ Smith-Shawver,3.5,-149,+117,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Sean Burke,6.5,+102,-130,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Bubba Chandler,4.5,+104,-132,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Michael Wacha,4.5,+128,-164,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Corbin Burnes,3.5,+142,-182,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Jacob Misiorowski,8.5,+117,-149,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,David Peterson,4.5,+119,-153,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Jose Soriano,5.5,+112,-142,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Jack Perkins,3.5,-143,+112,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Casey Mize,4.5,-103,-124,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Quinn Mathews,5.5,+114,-146,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Landen Roupp,5.5,+126,-161,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Tarik Skubal,8.5,-120,-106,live
2026-09-08T13:01:54.791479+00:00,2026-09-08,Nick Lodolo,3.5,-157,+123,live
