captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-10T14:56:25.823059+00:00,2026-09-10,Nick Martinez,3.5,-110,-116,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Martin Perez,2.5,-178,+139,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Zack Wheeler,6.5,-120,-106,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Cristian Javier,3.5,-148,+116,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Logan Gilbert,6.5,-137,+107,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Jacob deGrom,6.5,-131,+103,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Max Fried,5.5,-105,-122,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Ryan Feltner,4.5,-104,-123,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Jared Jones,5.5,-157,+123,live
2026-09-10T14:56:25.823059+00:00,2026-09-10,Hagen Smith,2.5,-118,-108,live
