captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-09T13:01:44.091052+00:00,2026-09-09,Zebby Matthews,4.5,+123,-157,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Keider Montero,3.5,+120,-153,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Blade Tidwell,4.5,-113,-113,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Andre Pallante,3.5,-101,-126,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Walker Buehler,3.5,-170,+133,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Jackson Kent,3.5,-118,-108,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Kade Anderson,5.5,+123,-157,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Cody Bradford,4.5,+126,-162,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Foster Griffin,5.5,-118,-108,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Shane Baz,4.5,+112,-143,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Robert Stock,4.5,+106,-135,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Janson Junk,3.5,-104,-123,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Cristopher Sanchez,6.5,+100,-127,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Hunter Brown,4.5,-146,+115,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Jake Bennett,5.5,+123,-157,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Ryan Johnson (LAA),3.5,-105,-122,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Will Warren,5.5,+115,-147,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Tomoyuki Sugano,3.5,-125,-102,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Griffin Jax,4.5,-108,-118,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Reynaldo Lopez,3.5,-146,+114,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Davis Martin,4.5,-124,-103,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Daniel Lynch,2.5,-117,-109,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Zac Gallen,2.5,+126,-161,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Logan Henderson,6.5,+111,-142,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Kevin Gausman,5.5,-108,-118,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Yoshinobu Yamamoto,7.5,-114,-112,live
2026-09-09T13:01:44.091052+00:00,2026-09-09,Rhett Lowder,3.5,-128,+100,live
2026-09-09T15:05:43.500543+00:00,2026-09-09,Zebby Matthews,4.5,+102,-129,live
2026-09-09T15:05:43.500543+00:00,2026-09-09,Keider Montero,3.5,+121,-155,live
