captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-06T13:01:33.877253+00:00,2026-09-06,Kyle Harrison,6.5,-114,-112,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Brady Singer,4.5,+103,-132,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Aaron Nola,5.5,-112,-114,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Tyler Mahle,4.5,+100,-127,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Payton Tolle,6.5,-146,+114,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Kyle Bradish,4.5,-120,-106,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Paul Skenes,7.5,+111,-142,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Walbert Urena,4.5,-153,+120,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Gavin Williams,7.5,-122,-104,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Jackson Jobe,3.5,+102,-130,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Clay Holmes,4.5,-145,+113,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Tyler Phillips,3.5,-147,+115,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Christian Scott,5.5,+103,-132,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Cesar Perdomo,3.5,-165,+129,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Peter Lambert,4.5,-123,-103,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Eduardo Rodriguez,4.5,+130,-166,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Spencer Arrighetti,3.5,-137,+108,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Randy Dobnak,2.5,-106,-121,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Ian Seymour,5.5,-120,-106,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,MacKenzie Gore,5.5,+108,-138,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Tanner Gordon,4.5,+133,-171,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Kyle Leahy,2.5,-153,+120,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Michael King,5.5,-118,-108,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Gerrit Cole,5.5,+103,-132,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Bryan Woo,6.5,-120,-106,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Gage Jump,5.5,-109,-117,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Bailey Ober,3.5,-148,+116,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Justin Wrobleski,4.5,+104,-133,live
2026-09-06T13:01:33.877253+00:00,2026-09-06,Andrew Alvarez,3.5,-105,-122,live
