captured_at,date,event_id,event_name,start_time_utc,home_team,away_team,market,side,line,odds
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Moneyline,ATL Braves,,+139
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Moneyline,PHI Phillies,,-168
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Run Line,ATL Braves,1.5,-154
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Run Line,PHI Phillies,-1.5,+128
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Total,Over,8,-110
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Total,Under,8,-110
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Moneyline,NY Mets,,+102
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Moneyline,MIA Marlins,,-123
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Run Line,NY Mets,1.5,-206
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Run Line,MIA Marlins,-1.5,+168
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Total,Over,8,-108
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Total,Under,8,-111
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629140,CLE Guardians @ BAL Orioles,2026-09-07T17:35:00.0000000Z,BAL,CLE,Moneyline,CLE Guardians,,+109
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629140,CLE Guardians @ BAL Orioles,2026-09-07T17:35:00.0000000Z,BAL,CLE,Moneyline,BAL Orioles,,-131
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629140,CLE Guardians @ BAL Orioles,2026-09-07T17:35:00.0000000Z,BAL,CLE,Run Line,CLE Guardians,1.5,-199
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629140,CLE Guardians @ BAL Orioles,2026-09-07T17:35:00.0000000Z,BAL,CLE,Run Line,BAL Orioles,-1.5,+163
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629140,CLE Guardians @ BAL Orioles,2026-09-07T17:35:00.0000000Z,BAL,CLE,Total,Over,7.5,-103
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629140,CLE Guardians @ BAL Orioles,2026-09-07T17:35:00.0000000Z,BAL,CLE,Total,Under,7.5,-117
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629141,LA Angels @ BOS Red Sox,2026-09-07T17:35:00.0000000Z,BOS,LAA,Moneyline,LA Angels,,+149
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629141,LA Angels @ BOS Red Sox,2026-09-07T17:35:00.0000000Z,BOS,LAA,Moneyline,BOS Red Sox,,-181
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629141,LA Angels @ BOS Red Sox,2026-09-07T17:35:00.0000000Z,BOS,LAA,Run Line,LA Angels,1.5,-144
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629141,LA Angels @ BOS Red Sox,2026-09-07T17:35:00.0000000Z,BOS,LAA,Run Line,BOS Red Sox,-1.5,+119
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629141,LA Angels @ BOS Red Sox,2026-09-07T17:35:00.0000000Z,BOS,LAA,Total,Over,8,-119
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629141,LA Angels @ BOS Red Sox,2026-09-07T17:35:00.0000000Z,BOS,LAA,Total,Under,8,-101
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629142,ARI Diamondbacks @ KC Royals,2026-09-07T18:10:00.0000000Z,KC,ARI,Moneyline,ARI Diamondbacks,,-105
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629142,ARI Diamondbacks @ KC Royals,2026-09-07T18:10:00.0000000Z,KC,ARI,Moneyline,KC Royals,,-115
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629142,ARI Diamondbacks @ KC Royals,2026-09-07T18:10:00.0000000Z,KC,ARI,Run Line,ARI Diamondbacks,-1.5,+151
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629142,ARI Diamondbacks @ KC Royals,2026-09-07T18:10:00.0000000Z,KC,ARI,Run Line,KC Royals,1.5,-184
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629142,ARI Diamondbacks @ KC Royals,2026-09-07T18:10:00.0000000Z,KC,ARI,Total,Over,9,-120
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629142,ARI Diamondbacks @ KC Royals,2026-09-07T18:10:00.0000000Z,KC,ARI,Total,Under,9,+100
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629143,CHI Cubs @ MIL Brewers,2026-09-07T18:10:00.0000000Z,MIL,CHC,Moneyline,CHI Cubs,,+105
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629143,CHI Cubs @ MIL Brewers,2026-09-07T18:10:00.0000000Z,MIL,CHC,Moneyline,MIL Brewers,,-126
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629143,CHI Cubs @ MIL Brewers,2026-09-07T18:10:00.0000000Z,MIL,CHC,Run Line,CHI Cubs,1.5,-199
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629143,CHI Cubs @ MIL Brewers,2026-09-07T18:10:00.0000000Z,MIL,CHC,Run Line,MIL Brewers,-1.5,+163
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629143,CHI Cubs @ MIL Brewers,2026-09-07T18:10:00.0000000Z,MIL,CHC,Total,Over,8.5,-106
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629143,CHI Cubs @ MIL Brewers,2026-09-07T18:10:00.0000000Z,MIL,CHC,Total,Under,8.5,-114
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629144,MIN Twins @ DET Tigers,2026-09-07T19:10:00.0000000Z,DET,MIN,Moneyline,MIN Twins,,+109
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629144,MIN Twins @ DET Tigers,2026-09-07T19:10:00.0000000Z,DET,MIN,Moneyline,DET Tigers,,-131
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629144,MIN Twins @ DET Tigers,2026-09-07T19:10:00.0000000Z,DET,MIN,Run Line,MIN Twins,1.5,-199
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629144,MIN Twins @ DET Tigers,2026-09-07T19:10:00.0000000Z,DET,MIN,Run Line,DET Tigers,-1.5,+163
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629144,MIN Twins @ DET Tigers,2026-09-07T19:10:00.0000000Z,DET,MIN,Total,Over,8.5,-105
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629144,MIN Twins @ DET Tigers,2026-09-07T19:10:00.0000000Z,DET,MIN,Total,Under,8.5,-115
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629145,WAS Nationals @ SD Padres,2026-09-07T21:10:00.0000000Z,SD,WSH,Moneyline,WAS Nationals,,+157
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629145,WAS Nationals @ SD Padres,2026-09-07T21:10:00.0000000Z,SD,WSH,Moneyline,SD Padres,,-192
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629145,WAS Nationals @ SD Padres,2026-09-07T21:10:00.0000000Z,SD,WSH,Run Line,WAS Nationals,1.5,-134
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629145,WAS Nationals @ SD Padres,2026-09-07T21:10:00.0000000Z,SD,WSH,Run Line,SD Padres,-1.5,+111
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629145,WAS Nationals @ SD Padres,2026-09-07T21:10:00.0000000Z,SD,WSH,Total,Over,8,-112
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629145,WAS Nationals @ SD Padres,2026-09-07T21:10:00.0000000Z,SD,WSH,Total,Under,8,-108
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629146,STL Cardinals @ SF Giants,2026-09-08T00:10:00.0000000Z,SF,STL,Moneyline,STL Cardinals,,+109
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629146,STL Cardinals @ SF Giants,2026-09-08T00:10:00.0000000Z,SF,STL,Moneyline,SF Giants,,-131
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629146,STL Cardinals @ SF Giants,2026-09-08T00:10:00.0000000Z,SF,STL,Run Line,STL Cardinals,1.5,-194
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629146,STL Cardinals @ SF Giants,2026-09-08T00:10:00.0000000Z,SF,STL,Run Line,SF Giants,-1.5,+159
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629146,STL Cardinals @ SF Giants,2026-09-08T00:10:00.0000000Z,SF,STL,Total,Over,7.5,-113
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629146,STL Cardinals @ SF Giants,2026-09-08T00:10:00.0000000Z,SF,STL,Total,Under,7.5,-106
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629147,CIN Reds @ LA Dodgers,2026-09-08T01:10:00.0000000Z,LAD,CIN,Moneyline,CIN Reds,,+129
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629147,CIN Reds @ LA Dodgers,2026-09-08T01:10:00.0000000Z,LAD,CIN,Moneyline,LA Dodgers,,-156
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629147,CIN Reds @ LA Dodgers,2026-09-08T01:10:00.0000000Z,LAD,CIN,Run Line,CIN Reds,1.5,-171
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629147,CIN Reds @ LA Dodgers,2026-09-08T01:10:00.0000000Z,LAD,CIN,Run Line,LA Dodgers,-1.5,+141
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629147,CIN Reds @ LA Dodgers,2026-09-08T01:10:00.0000000Z,LAD,CIN,Total,Over,8.5,-105
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629147,CIN Reds @ LA Dodgers,2026-09-08T01:10:00.0000000Z,LAD,CIN,Total,Under,8.5,-115
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629148,TOR Blue Jays @ Athletics,2026-09-08T02:05:00.0000000Z,OAK,TOR,Moneyline,TOR Blue Jays,,-217
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629148,TOR Blue Jays @ Athletics,2026-09-08T02:05:00.0000000Z,OAK,TOR,Moneyline,Athletics,,+177
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629148,TOR Blue Jays @ Athletics,2026-09-08T02:05:00.0000000Z,OAK,TOR,Run Line,TOR Blue Jays,-1.5,-122
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629148,TOR Blue Jays @ Athletics,2026-09-08T02:05:00.0000000Z,OAK,TOR,Run Line,Athletics,1.5,+101
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629148,TOR Blue Jays @ Athletics,2026-09-08T02:05:00.0000000Z,OAK,TOR,Total,Over,8.5,-102
2026-09-07T13:01:26.859343+00:00,2026-09-07,34629148,TOR Blue Jays @ Athletics,2026-09-08T02:05:00.0000000Z,OAK,TOR,Total,Under,8.5,-118
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Moneyline,ATL Braves,,+152
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Moneyline,PHI Phillies,,-185
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Run Line,ATL Braves,1.5,-142
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Run Line,PHI Phillies,-1.5,+118
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Total,Over,8,-108
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629138,ATL Braves @ PHI Phillies,2026-09-07T17:05:00.0000000Z,PHI,ATL,Total,Under,8,-112
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Moneyline,NY Mets,,+113
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Moneyline,MIA Marlins,,-136
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Run Line,NY Mets,1.5,-181
2026-09-07T16:16:10.251805+00:00,2026-09-07,34629139,NY Mets @ MIA Marlins,2026-09-07T17:10:00.0000000Z,MIA,NYM,Run Line,MIA Marlins,-1.5,+149
