captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-08-30T16:21:46.298943+00:00,2026-08-30,Tyler Mahle,5.5,-128,+100,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Mason Adams,3.5,-117,-109,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Ranger Suarez,5.5,+111,-141,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Will Warren,4.5,-141,+110,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Logan Gilbert,4.5,-154,+121,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Max Scherzer,4.5,+105,-134,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Parker Messick,5.5,-143,+112,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Seth Lugo,3.5,-111,-115,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Tyler Glasnow,5.5,-145,+114,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Framber Valdez,4.5,+120,-153,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Drew Rasmussen,5.5,-106,-120,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Robbie Ray,3.5,-152,+119,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Dustin May,4.5,-152,+119,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Kumar Rocker,4.5,-130,+102,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Zebby Matthews,4.5,-150,+117,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Matthew Liberatore,5.5,-136,+107,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Braxton Ashcraft,5.5,+115,-147,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Zac Thornton,3.5,-134,+105,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Ethan Pecko,3.5,-103,-124,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Jeffrey Springs,4.5,-106,-120,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Chris Bassitt,4.5,+105,-134,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Zack Wheeler,7.5,+113,-144,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Yusei Kikuchi,5.5,+120,-153,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Shota Imanaga,6.5,+116,-149,live
2026-08-30T16:21:46.298943+00:00,2026-08-30,Chase Burns,5.5,-140,+110,live
