date,game_pk,pitcher_id,pitcher_name,pitcher_team,is_home,opponent_team,line,over_odds,under_odds,lineup_source,expected_bf,expected_k,p_over_raw,p_over_calibrated,blended_prob_over,fair_over,best_side,edge_best,threshold,strength,units_risked,actual_bf,actual_k,over_hit,bf_error,k_error,reconstructed,logged_at
2026-08-11,824970,607259,Nick Martinez,TB,0,ATH,3.5,+110,-140,confirmed,22.96,3.09,0.3727,0.3684,0.4089,0.4494,UNDER,0.0405,0.0795,NO_PLAY,0.0,33,5,1,10.04,1.91,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,824886,690997,Nolan McLean,NYM,0,ATL,5.5,-152,+119,confirmed,24.09,6.21,0.5885,0.6133,0.5912,0.5691,OVER,0.0221,0.0798,NO_PLAY,0.0,20,3,0,-4.09,-3.21,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,822778,663776,Patrick Sandoval,BOS,0,TOR,4.5,+108,-137,confirmed,22.02,3.9,0.3504,0.3573,0.4057,0.4541,UNDER,0.0484,0.0788,NO_PLAY,0.0,27,4,0,4.98,0.1,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,823832,694973,Paul Skenes,PIT,0,MIA,7.5,+122,-157,confirmed,22.84,6.49,0.3239,0.3321,0.3782,0.4244,UNDER,0.0462,0.0813,NO_PLAY,0.0,21,4,0,-1.84,-2.49,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,823997,696270,Ryan Johnson,LAA,1,TEX,4.5,+130,-167,projected,19.52,3.64,0.3001,0.328,0.369,0.4101,UNDER,0.041,0.1303,NO_PLAY,0.0,18,5,1,-1.52,1.36,0,2026-08-13T16:16:13.037213+00:00
2026-08-11,823512,677960,Ryan Weathers,NYY,1,SEA,6.5,+119,-152,confirmed,23.1,5.99,0.3916,0.3979,0.4144,0.4309,UNDER,0.0165,0.0798,NO_PLAY,0.0,22,4,0,-1.1,-1.99,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,824563,680732,Sean Burke,CWS,1,CIN,7.5,+107,-136,confirmed,23.27,6.79,0.3696,0.3645,0.4102,0.456,UNDER,0.0458,0.0794,NO_PLAY,0.0,25,8,1,1.73,1.21,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,822697,684007,Shota Imanaga,CHC,0,WSH,5.5,+114,-146,confirmed,23.19,5.4,0.4532,0.4587,0.4496,0.4405,OVER,0.0091,0.0808,NO_PLAY,0.0,21,5,0,-2.19,-0.4,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,824240,676440,Tanner Bibee,CLE,0,DET,4.5,-110,-115,confirmed,23.05,4.43,0.4542,0.46,0.4774,0.4948,UNDER,0.0174,0.0787,NO_PLAY,0.0,27,4,0,3.95,-0.43,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,825046,608372,Tomoyuki Sugano,COL,0,AZ,2.5,-149,+116,confirmed,22.09,3.0,0.579,0.6035,0.5837,0.5638,OVER,0.0199,0.0814,NO_PLAY,0.0,23,5,1,0.91,2.0,0,2026-08-22T07:34:54.877200+00:00
2026-08-11,823264,621111,Walker Buehler,SD,1,MIL,4.5,+125,-159,projected,20.9,4.12,0.394,0.4045,0.4122,0.4199,UNDER,0.0077,0.1283,NO_PLAY,0.0,24,5,1,3.1,0.88,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823511,682243,Bryce Miller,SEA,0,NYY,5.5,-110,-116,confirmed,22.23,6.17,0.5821,0.607,0.5504,0.4938,OVER,0.0566,0.0808,NO_PLAY,0.0,25,5,0,2.77,-1.17,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823994,615698,Cal Quantrill,TEX,0,LAA,3.5,-107,-119,projected,17.03,3.45,0.4538,0.4594,0.4735,0.4875,UNDER,0.014,0.1303,NO_PLAY,0.0,22,6,1,4.97,2.55,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,822698,656849,David Peterson,CHC,0,WSH,4.5,+116,-148,confirmed,20.97,4.09,0.3885,0.3892,0.413,0.4369,UNDER,0.0238,0.0797,NO_PLAY,0.0,27,6,1,6.03,1.91,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,824967,656876,Drew Rasmussen,TB,0,ATH,5.5,+112,-143,projected,22.46,5.94,0.5455,0.569,0.5069,0.4449,OVER,0.062,0.1302,NO_PLAY,0.0,21,3,0,-1.46,-2.94,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823263,669160,Dustin May,MIL,0,SD,4.5,-135,+106,projected,22.22,4.94,0.5484,0.5714,0.5567,0.542,OVER,0.0147,0.1299,NO_PLAY,0.0,25,6,1,2.78,1.06,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823916,641778,Eric Lauer,LAD,1,KC,4.5,+131,-168,projected,21.46,3.26,0.2295,0.2302,0.3194,0.4085,UNDER,0.0891,0.1298,NO_PLAY,0.0,27,6,1,5.54,2.74,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,824241,656492,Foster Griffin,CLE,0,DET,5.5,+121,-154,confirmed,23.56,5.17,0.4132,0.4497,0.4385,0.4274,OVER,0.0112,0.0788,NO_PLAY,0.0,21,3,0,-2.56,-2.17,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,824241,664285,Framber Valdez,DET,1,CLE,4.5,-103,-124,confirmed,23.79,3.74,0.3204,0.3303,0.4043,0.4782,UNDER,0.074,0.081,NO_PLAY,0.0,29,3,0,5.21,-0.74,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823994,691946,George Klassen,LAA,1,TEX,4.5,-109,-117,projected,18.56,3.93,0.3571,0.3573,0.4245,0.4917,UNDER,0.0672,0.1307,NO_PLAY,0.0,24,5,1,5.44,1.07,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,824967,678022,Jack Perkins,ATH,1,TB,3.5,-145,+113,projected,19.08,4.15,0.5966,0.6133,0.5855,0.5576,OVER,0.0278,0.1313,NO_PLAY,0.0,27,2,0,7.92,-2.15,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823833,676083,Janson Junk,MIA,1,PIT,4.5,+120,-153,confirmed,21.85,4.02,0.3744,0.3704,0.3998,0.4291,UNDER,0.0294,0.0793,NO_PLAY,0.0,23,2,0,1.15,-2.02,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,822779,667755,Jose Soriano,TOR,1,BOS,5.5,+127,-163,confirmed,23.21,4.83,0.353,0.3573,0.3864,0.4155,UNDER,0.0291,0.0803,NO_PLAY,0.0,22,4,0,-1.21,-0.83,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823017,681517,Kyle Leahy,STL,1,PHI,3.5,-170,+133,projected,21.88,4.72,0.6942,0.7217,0.6582,0.5947,OVER,0.0635,0.1288,NO_PLAY,0.0,20,6,1,-1.88,1.28,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,824562,622491,Luis Castillo,CWS,1,CIN,5.5,-106,-120,confirmed,22.0,4.95,0.3739,0.3698,0.4276,0.4854,UNDER,0.0578,0.08,NO_PLAY,0.0,23,10,1,1.0,5.05,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,825047,518876,Merrill Kelly,AZ,1,COL,4.5,-132,+104,projected,24.11,4.01,0.3735,0.3694,0.4533,0.5372,UNDER,0.0839,0.1292,NO_PLAY,0.0,23,2,0,-1.11,-2.01,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,822779,624133,Ranger Suarez,BOS,0,TOR,4.5,+109,-140,confirmed,21.7,4.69,0.5049,0.5281,0.4893,0.4506,OVER,0.0387,0.0818,NO_PLAY,0.0,21,2,0,-0.7,-2.69,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,824562,695076,Rhett Lowder,CIN,0,CWS,4.5,+112,-142,confirmed,20.86,4.45,0.4584,0.4654,0.4555,0.4456,OVER,0.0099,0.0785,NO_PLAY,0.0,23,4,0,2.14,-0.45,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823263,592662,Robbie Ray,SD,1,MIL,5.5,+125,-160,projected,23.21,4.55,0.3046,0.328,0.3737,0.4194,UNDER,0.0457,0.1298,NO_PLAY,0.0,17,4,0,-6.21,-0.55,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,825047,663372,Ryan Feltner,COL,0,AZ,3.5,+128,-164,projected,21.13,3.2,0.3965,0.4114,0.4126,0.4138,UNDER,0.0012,0.1298,NO_PLAY,0.0,24,2,0,2.87,-1.2,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823672,669358,Shane Baz,BAL,0,MIN,4.5,-125,-102,projected,24.76,4.9,0.5428,0.5667,0.5453,0.5239,OVER,0.0214,0.1305,NO_PLAY,0.0,19,2,0,-5.76,-2.9,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,824883,641816,Tyler Mahle,ATL,1,NYM,5.5,+129,-165,confirmed,22.62,5.16,0.412,0.4491,0.4307,0.4122,OVER,0.0185,0.0793,NO_PLAY,0.0,21,7,1,-1.62,1.84,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823511,701542,Will Warren,NYY,1,SEA,4.5,-155,+121,confirmed,22.49,4.86,0.5352,0.5603,0.5668,0.5733,UNDER,0.0065,0.0803,NO_PLAY,0.0,21,3,0,-1.49,-1.86,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,824883,804267,Zac Thornton,NYM,0,ATL,3.5,-122,-104,confirmed,21.83,4.19,0.605,0.6133,0.566,0.5188,OVER,0.0473,0.0794,NO_PLAY,0.0,24,2,0,2.17,-2.19,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823017,554430,Zack Wheeler,PHI,0,STL,6.5,+124,-159,projected,23.94,6.31,0.4429,0.4587,0.4398,0.421,OVER,0.0188,0.1303,NO_PLAY,0.0,23,5,0,-0.94,-1.31,0,2026-08-22T07:34:54.877200+00:00
2026-08-12,823672,805673,Zebby Matthews,MIN,1,BAL,5.5,+120,-153,projected,24.01,5.36,0.4462,0.4587,0.4439,0.4291,OVER,0.0148,0.1293,NO_PLAY,0.0,22,4,0,-2.01,-1.36,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823669,605400,Aaron Nola,PHI,0,MIN,4.5,-152,+119,confirmed,22.81,4.94,0.5492,0.5721,0.5706,0.5691,OVER,0.0015,0.0798,NO_PLAY,0.0,23,9,1,0.19,4.06,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,824561,671096,Andrew Abbott,CIN,0,CWS,4.5,-133,+104,projected,22.8,4.57,0.4809,0.4947,0.5164,0.538,UNDER,0.0216,0.131,NO_PLAY,0.0,23,3,0,0.2,-1.57,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823829,677952,Braxton Ashcraft,PIT,0,MIA,5.5,-134,+105,projected,23.86,5.9,0.5387,0.5632,0.5516,0.54,OVER,0.0116,0.1305,NO_PLAY,0.0,29,10,1,5.14,4.1,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,822696,676917,Cade Cavalli,WSH,1,CHC,5.5,+110,-140,projected,22.41,5.44,0.4599,0.4673,0.4584,0.4494,OVER,0.0089,0.1295,NO_PLAY,0.0,26,10,1,3.59,4.56,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,824561,663436,Davis Martin,CWS,1,CIN,4.5,-124,-103,projected,23.14,5.59,0.6568,0.6781,0.5999,0.5218,OVER,0.0782,0.131,NO_PLAY,0.0,11,3,0,-12.14,-2.59,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823995,594798,Jacob deGrom,TEX,0,LAA,6.5,-128,+101,projected,22.76,7.18,0.5774,0.6017,0.5659,0.5302,OVER,0.0358,0.1289,NO_PLAY,0.0,12,3,0,-10.76,-4.18,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,824238,672456,Keider Montero,DET,1,CLE,2.5,-179,+140,projected,21.37,3.85,0.7408,0.7813,0.6938,0.6063,OVER,0.0875,0.1282,NO_PLAY,0.0,23,0,0,1.63,-3.85,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,822696,592332,Kevin Gausman,CHC,0,WSH,4.5,-148,+116,projected,23.54,5.16,0.5874,0.613,0.5881,0.5631,OVER,0.0249,0.1297,NO_PLAY,0.0,22,7,1,-1.54,1.84,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823508,669302,Logan Gilbert,SEA,0,NYY,6.5,-149,+117,projected,24.03,6.7,0.5051,0.5282,0.5466,0.5649,UNDER,0.0184,0.1292,NO_PLAY,0.0,22,7,1,-2.03,0.3,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823508,608331,Max Fried,NYY,1,SEA,5.5,-138,+108,projected,22.46,5.52,0.475,0.4868,0.5168,0.5467,UNDER,0.0299,0.1306,NO_PLAY,0.0,20,4,0,-2.46,-1.52,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,822776,453286,Max Scherzer,TOR,1,BOS,4.5,+134,-171,projected,18.84,3.45,0.2644,0.2989,0.3513,0.4038,UNDER,0.0525,0.1283,NO_PLAY,0.0,20,4,0,1.16,0.55,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,824238,800048,Parker Messick,CLE,0,DET,5.5,-105,-122,projected,23.62,5.85,0.5307,0.5566,0.5195,0.4824,OVER,0.0371,0.1317,NO_PLAY,0.0,23,6,1,-0.62,0.15,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,822776,801139,Payton Tolle,BOS,0,TOR,5.5,-124,-103,projected,23.3,5.54,0.4787,0.4916,0.5067,0.5218,UNDER,0.0151,0.131,NO_PLAY,0.0,26,4,0,2.7,-1.54,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823915,808963,Roki Sasaki,LAD,1,MIL,5.5,-145,+114,projected,22.48,5.07,0.3966,0.4118,0.4853,0.5588,UNDER,0.0735,0.1291,NO_PLAY,0.0,26,2,0,3.52,-3.07,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823915,675660,Shane Drohan,MIL,0,LAD,4.5,-106,-120,projected,20.85,4.49,0.4668,0.4762,0.4808,0.4854,UNDER,0.0046,0.13,NO_PLAY,0.0,22,5,1,1.15,0.51,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823669,671737,Taj Bradley,MIN,1,PHI,5.5,-117,-109,confirmed,24.24,5.63,0.4949,0.5146,0.5114,0.5083,OVER,0.0031,0.0807,NO_PLAY,0.0,23,3,0,-1.24,-2.63,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823829,663969,Tyler Phillips,MIA,1,PIT,3.5,-155,+121,projected,17.95,3.66,0.4988,0.52,0.5466,0.5733,UNDER,0.0266,0.1303,NO_PLAY,0.0,23,6,1,5.05,2.34,0,2026-08-22T07:34:54.877200+00:00
2026-08-13,823995,700712,Walbert Urena,LAA,1,TEX,5.5,+128,-163,projected,21.87,4.98,0.3794,0.3766,0.3955,0.4144,UNDER,0.0189,0.1284,NO_PLAY,0.0,23,5,0,1.13,0.02,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823591,674841,Andrew Alvarez,WSH,0,NYM,4.5,+114,-146,confirmed,19.25,4.22,0.4133,0.4497,0.4451,0.4405,OVER,0.0046,0.0808,NO_PLAY,0.0,21,4,0,1.75,-0.22,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824882,694297,Brandon Pfaadt,AZ,0,ATL,3.5,-109,-117,confirmed,20.64,3.26,0.4119,0.4491,0.4704,0.4917,UNDER,0.0213,0.0807,NO_PLAY,0.0,23,7,1,2.36,3.74,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823346,696149,Bubba Chandler,PIT,1,BOS,4.5,+103,-131,confirmed,22.1,3.93,0.3569,0.3573,0.4111,0.4649,UNDER,0.0538,0.0797,NO_PLAY,0.0,20,5,1,-2.1,1.07,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824479,695505,Chase Burns,CIN,1,MIA,6.5,-105,-122,confirmed,23.2,6.14,0.4155,0.4509,0.4666,0.4824,UNDER,0.0158,0.0817,NO_PLAY,0.0,24,8,1,0.8,1.86,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,822942,605135,Chris Bassitt,BAL,0,TB,3.5,+128,-163,confirmed,19.18,2.49,0.2403,0.2302,0.3223,0.4144,UNDER,0.0921,0.0784,LEAN,2.0,24,3,0,4.82,0.51,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824882,519242,Chris Sale,ATL,1,AZ,6.5,+100,-128,confirmed,23.96,5.81,0.3632,0.3573,0.4142,0.4711,UNDER,0.0569,0.0814,NO_PLAY,0.0,23,9,1,-0.96,3.19,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824643,605280,Clay Holmes,CHC,1,STL,3.5,-136,+107,projected,23.09,4.28,0.6194,0.6221,0.583,0.544,OVER,0.0391,0.1294,NO_PLAY,0.0,22,3,0,-1.09,-1.28,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824399,668909,Gavin Williams,CLE,1,SD,7.5,+116,-148,confirmed,24.38,6.83,0.3753,0.3715,0.4042,0.4369,UNDER,0.0327,0.0797,NO_PLAY,0.0,24,5,0,-0.38,-1.83,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824159,669923,George Kirby,SEA,0,HOU,4.5,-148,+116,confirmed,24.29,4.69,0.5039,0.5268,0.545,0.5631,UNDER,0.0181,0.0797,NO_PLAY,0.0,25,2,0,0.71,-2.69,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,822777,543037,Gerrit Cole,NYY,0,TOR,5.5,+123,-158,confirmed,23.63,5.02,0.3863,0.3851,0.4039,0.4227,UNDER,0.0188,0.0808,NO_PLAY,0.0,24,5,0,0.37,-0.02,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823993,680570,Grayson Rodriguez,LAA,1,KC,5.5,+128,-164,projected,21.42,4.11,0.2308,0.2302,0.322,0.4138,UNDER,0.0918,0.1298,NO_PLAY,0.0,17,5,0,-4.42,0.89,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823346,687562,Jake Bennett,BOS,0,PIT,4.5,+103,-132,confirmed,23.11,4.5,0.4678,0.4775,0.4708,0.464,OVER,0.0068,0.0816,NO_PLAY,0.0,18,6,1,-5.11,1.5,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824968,677958,Kumar Rocker,TEX,0,ATH,4.5,+117,-150,projected,22.03,4.85,0.5324,0.5579,0.4962,0.4344,OVER,0.0618,0.1308,NO_PLAY,0.0,25,3,0,2.97,-1.85,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823185,607536,Kyle Freeland,COL,0,SF,5.5,+122,-157,projected,23.84,4.33,0.2679,0.3183,0.3714,0.4244,UNDER,0.053,0.1313,NO_PLAY,0.0,27,2,0,3.16,-2.33,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823185,694738,Landen Roupp,SF,1,COL,5.5,-119,-107,none,22.86,5.2,0.4188,0.4525,0.4825,0.5125,UNDER,0.03,0.1303,NO_PLAY,0.0,26,5,0,3.14,-0.2,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824643,669461,Matthew Liberatore,STL,0,CHC,4.5,+107,-137,projected,22.02,4.72,0.5087,0.5323,0.4938,0.4553,OVER,0.0385,0.1312,NO_PLAY,0.0,19,6,1,-3.02,1.28,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824399,650633,Michael King,SD,0,CLE,4.5,+127,-162,confirmed,23.23,4.23,0.4168,0.4515,0.4338,0.416,OVER,0.0177,0.0788,NO_PLAY,0.0,26,4,0,2.77,-0.23,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824159,663567,Peter Lambert,HOU,1,SEA,4.5,-142,+111,confirmed,23.59,4.91,0.5441,0.5678,0.5605,0.5532,OVER,0.0073,0.0807,NO_PLAY,0.0,22,6,1,-1.59,1.09,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823913,688107,Robert Gasser,MIL,0,LAD,4.5,+113,-145,projected,22.1,4.36,0.4404,0.4587,0.4505,0.4424,OVER,0.0082,0.1313,NO_PLAY,0.0,28,7,1,5.9,2.64,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,824479,645261,Sandy Alcantara,MIA,0,CIN,6.5,+127,-162,confirmed,26.26,5.88,0.3748,0.3709,0.3935,0.416,UNDER,0.0226,0.0788,NO_PLAY,0.0,28,2,0,1.74,-3.88,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823993,607625,Seth Lugo,KC,0,LAA,4.5,-149,+117,projected,23.44,5.03,0.5646,0.5871,0.576,0.5649,OVER,0.0111,0.1292,NO_PLAY,0.0,21,4,0,-2.44,-1.03,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,822777,669456,Shane Bieber,TOR,1,NYY,5.5,+118,-151,confirmed,21.6,4.47,0.2902,0.328,0.3803,0.4326,UNDER,0.0523,0.0803,NO_PLAY,0.0,22,5,0,0.4,0.53,0,2026-08-22T07:34:54.877200+00:00
2026-08-14,823913,808967,Yoshinobu Yamamoto,LAD,1,MIL,6.5,-139,+109,projected,25.11,5.62,0.3333,0.345,0.4468,0.5486,UNDER,0.1018,0.1301,NO_PLAY,0.0,23,9,1,-2.11,3.38,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824239,641743,Anthony Kay,CWS,0,DET,4.5,+110,-141,projected,21.67,4.13,0.3956,0.4088,0.4288,0.4487,UNDER,0.0199,0.1313,NO_PLAY,0.0,22,4,0,0.33,-0.13,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824480,663903,Brady Singer,CIN,1,MIA,5.5,+114,-145,confirmed,22.83,4.79,0.3456,0.3573,0.3993,0.4412,UNDER,0.0419,0.0791,NO_PLAY,0.0,28,4,0,5.17,-0.79,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,822775,693645,Cam Schlittler,NYY,0,TOR,6.5,+108,-138,projected,23.68,6.21,0.4265,0.4562,0.4548,0.4533,OVER,0.0015,0.1306,NO_PLAY,0.0,23,7,1,-0.68,0.79,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823671,687570,Connor Prielipp,MIN,1,PHI,5.5,+112,-143,confirmed,22.54,5.11,0.4035,0.4306,0.4378,0.4449,UNDER,0.0071,0.0802,NO_PLAY,0.0,26,6,1,3.46,0.89,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824884,593958,Eduardo Rodriguez,AZ,0,ATL,4.5,+118,-151,confirmed,24.01,4.26,0.4225,0.4543,0.4435,0.4326,OVER,0.0108,0.0803,NO_PLAY,0.0,23,5,1,-1.01,0.74,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824157,676106,Emerson Hancock,SEA,0,HOU,4.5,-107,-119,confirmed,23.07,4.8,0.5235,0.5491,0.5183,0.4875,OVER,0.0308,0.0803,NO_PLAY,0.0,26,8,1,2.93,3.2,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824884,656550,Grant Holmes,ATL,1,AZ,3.5,-140,+110,confirmed,21.33,3.72,0.5106,0.5345,0.5425,0.5506,UNDER,0.0081,0.0795,NO_PLAY,0.0,20,3,0,-1.33,-0.72,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824157,669713,Hayden Wesneski,HOU,1,SEA,4.5,+124,-158,confirmed,24.44,4.23,0.4168,0.4515,0.4365,0.4216,OVER,0.0149,0.0788,NO_PLAY,0.0,20,6,1,-4.44,1.77,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,822941,693855,Ian Seymour,TB,1,BAL,6.5,-157,+123,confirmed,19.91,6.16,0.4197,0.4529,0.5148,0.5767,UNDER,0.0619,0.0793,NO_PLAY,0.0,26,9,1,6.09,2.84,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824966,669372,J.T. Ginn,ATH,1,TEX,4.5,-102,-125,projected,21.97,4.76,0.5174,0.5422,0.5091,0.4761,OVER,0.033,0.1305,NO_PLAY,0.0,25,7,1,3.03,2.24,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823914,694819,Jacob Misiorowski,MIL,0,LAD,8.5,-125,-102,confirmed,23.99,8.32,0.4521,0.4587,0.4913,0.5239,UNDER,0.0326,0.0805,NO_PLAY,0.0,24,6,0,0.01,-2.32,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823347,683003,Jared Jones,PIT,1,BOS,4.5,-136,+107,confirmed,20.2,4.38,0.4452,0.4587,0.5013,0.544,UNDER,0.0427,0.0794,NO_PLAY,0.0,20,7,1,-0.2,2.62,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823671,666200,Jesus Luzardo,PHI,0,MIN,6.5,+102,-130,confirmed,25.0,6.5,0.4739,0.4854,0.4761,0.4669,OVER,0.0092,0.0803,NO_PLAY,0.0,28,9,1,3.0,2.5,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824400,676282,Joey Cantillo,CLE,1,SD,5.5,+108,-138,confirmed,21.99,5.23,0.4244,0.4552,0.4543,0.4533,OVER,0.001,0.0806,NO_PLAY,0.0,21,7,1,-0.99,1.77,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823914,680736,Justin Wrobleski,LAD,1,MIL,4.5,-164,+128,confirmed,24.17,4.57,0.481,0.4949,0.5405,0.5862,UNDER,0.0456,0.0798,NO_PLAY,0.0,24,6,1,-0.17,1.43,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,822941,680694,Kyle Bradish,BAL,0,TB,4.5,-104,-123,confirmed,23.21,4.14,0.3989,0.4181,0.4492,0.4803,UNDER,0.0311,0.0814,NO_PLAY,0.0,27,3,0,3.79,-1.14,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823184,657277,Logan Webb,SF,1,COL,5.5,+100,-127,projected,25.02,4.86,0.3587,0.3573,0.4146,0.4719,UNDER,0.0573,0.1295,NO_PLAY,0.0,22,7,1,-3.02,2.14,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824966,669022,MacKenzie Gore,TEX,0,ATH,6.5,+108,-138,projected,23.56,6.09,0.4072,0.4411,0.4472,0.4533,UNDER,0.0061,0.1306,NO_PLAY,0.0,27,5,0,3.44,-1.09,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824644,571510,Matthew Boyd,CHC,1,STL,4.5,-116,-110,projected,23.26,4.33,0.4346,0.4587,0.4825,0.5062,UNDER,0.0238,0.1308,NO_PLAY,0.0,25,2,0,1.74,-2.33,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823184,547179,Michael Lorenzen,COL,0,SF,3.5,+113,-144,projected,22.08,3.33,0.4254,0.4557,0.4494,0.4431,OVER,0.0063,0.1296,NO_PLAY,0.0,19,1,0,-3.08,-2.33,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824644,700241,Michael McGreevy,STL,0,CHC,3.5,+104,-132,projected,22.06,3.77,0.5212,0.5464,0.5046,0.4628,OVER,0.0418,0.1292,NO_PLAY,0.0,25,6,1,2.94,2.23,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823990,677976,Randy Dobnak,KC,0,LAA,3.5,+118,-151,projected,21.7,3.97,0.5607,0.5828,0.5077,0.4326,OVER,0.0751,0.1303,NO_PLAY,0.0,23,6,1,1.3,2.03,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823990,672282,Reid Detmers,LAA,1,KC,6.5,-101,-126,projected,23.4,5.98,0.3908,0.3956,0.4348,0.474,UNDER,0.0392,0.13,NO_PLAY,0.0,25,11,1,1.6,5.02,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824480,687473,Ryan Gusto,MIA,0,CIN,4.5,-103,-124,confirmed,18.19,4.31,0.4309,0.4584,0.4683,0.4782,UNDER,0.0099,0.081,NO_PLAY,0.0,21,6,1,2.81,1.69,0,2026-08-22T07:34:54.877200+00:00
