date,game_pk,pitcher_id,pitcher_name,pitcher_team,is_home,opponent_team,line,over_odds,under_odds,lineup_source,expected_bf,expected_k,p_over_raw,p_over_calibrated,blended_prob_over,fair_over,best_side,edge_best,threshold,strength,units_risked,actual_bf,actual_k,over_hit,bf_error,k_error,reconstructed,logged_at
2026-08-15,823588,640455,Sean Manaea,NYM,1,WSH,5.5,-133,+104,projected,20.65,4.6,0.3129,0.3292,0.4336,0.538,UNDER,0.1044,0.131,NO_PLAY,0.0,27,7,1,6.35,2.4,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,823347,543243,Sonny Gray,BOS,0,PIT,5.5,-112,-113,confirmed,23.11,5.01,0.3857,0.3843,0.4416,0.499,UNDER,0.0573,0.0788,NO_PLAY,0.0,26,7,1,2.89,1.99,0,2026-08-22T07:34:54.877200+00:00
2026-08-15,824239,675512,Troy Melton,DET,1,CWS,5.5,+116,-148,projected,23.5,5.63,0.494,0.5133,0.4751,0.4369,OVER,0.0382,0.1297,NO_PLAY,0.0,22,4,0,-1.5,-1.63,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823670,691725,Andrew Painter,PHI,0,MIN,3.5,-139,+109,projected,21.33,4.08,0.583,0.608,0.5783,0.5486,OVER,0.0297,0.1301,NO_PLAY,0.0,24,2,0,2.67,-2.08,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824156,693433,Bryan Woo,SEA,0,HOU,5.5,-123,-104,confirmed,23.57,4.85,0.3576,0.3573,0.4385,0.5197,UNDER,0.0812,0.0814,NO_PLAY,0.0,22,5,0,-1.57,0.15,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824880,693821,Bryce Elder,ATL,1,AZ,3.5,-151,+118,projected,23.78,4.01,0.5682,0.5912,0.5793,0.5674,OVER,0.0119,0.1303,NO_PLAY,0.0,23,5,1,-0.78,0.99,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824397,663554,Casey Mize,SD,0,CLE,4.5,+124,-158,confirmed,21.92,4.36,0.4405,0.4587,0.4401,0.4216,OVER,0.0185,0.0788,NO_PLAY,0.0,22,3,0,0.08,-1.36,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823590,681035,Christian Scott,NYM,1,WSH,5.5,-126,-101,projected,20.94,5.55,0.4789,0.4919,0.509,0.526,UNDER,0.017,0.13,NO_PLAY,0.0,27,7,1,6.06,1.45,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823670,665152,Dean Kremer,MIN,1,PHI,4.5,+117,-150,projected,21.98,5.3,0.6104,0.6133,0.5239,0.4344,OVER,0.0895,0.1308,NO_PLAY,0.0,23,6,1,1.02,0.7,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,822774,656302,Dylan Cease,TOR,1,NYY,8.5,-134,+105,projected,24.8,8.94,0.5368,0.5616,0.5508,0.54,OVER,0.0108,0.1305,NO_PLAY,0.0,24,10,1,-0.8,1.06,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824642,665795,Edward Cabrera,CHC,1,STL,4.5,+128,-164,projected,19.62,3.82,0.3362,0.349,0.3814,0.4138,UNDER,0.0324,0.1298,NO_PLAY,0.0,20,2,0,0.38,-1.82,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824477,691587,Eury Perez,MIA,0,CIN,6.5,-125,-102,projected,22.86,6.75,0.5129,0.537,0.5304,0.5239,OVER,0.0066,0.1305,NO_PLAY,0.0,23,5,0,0.14,-1.75,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,822940,642547,Freddy Peralta,TB,1,BAL,6.5,+114,-146,projected,23.04,5.51,0.3153,0.3296,0.385,0.4405,UNDER,0.0555,0.1308,NO_PLAY,0.0,18,2,0,-5.04,-3.51,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823182,687312,Gabriel Hughes,COL,0,SF,3.5,-166,+129,projected,20.9,4.3,0.6242,0.6302,0.6093,0.5883,OVER,0.0209,0.1307,NO_PLAY,0.0,21,2,0,0.1,-2.3,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824156,686613,Hunter Brown,HOU,1,SEA,5.5,-130,+102,projected,22.76,5.63,0.4928,0.5115,0.5223,0.5331,UNDER,0.0108,0.1303,NO_PLAY,0.0,22,5,0,-0.76,-0.63,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824642,690928,Hunter Dobbins,STL,0,CHC,3.5,-133,+104,projected,21.52,4.64,0.682,0.7082,0.6231,0.538,OVER,0.0851,0.131,NO_PLAY,0.0,21,7,1,-0.52,2.36,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824965,682052,Jacob Lopez,ATH,1,TEX,4.5,-139,+109,projected,21.38,4.52,0.4712,0.4818,0.5152,0.5486,UNDER,0.0334,0.1301,NO_PLAY,0.0,24,6,1,2.62,1.48,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823590,663623,Jake Irvin,WSH,0,NYM,4.5,+124,-158,projected,20.96,4.89,0.5412,0.5653,0.4935,0.4216,OVER,0.0719,0.1288,NO_PLAY,0.0,27,6,1,6.04,1.11,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823912,701656,Logan Henderson,MIL,0,LAD,5.5,+108,-138,projected,20.84,5.61,0.4893,0.5066,0.48,0.4533,OVER,0.0267,0.1306,NO_PLAY,0.0,24,6,1,3.16,0.39,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824880,647336,Michael Soroka,AZ,0,ATL,4.5,+105,-134,projected,23.21,5.17,0.5896,0.6133,0.5367,0.46,OVER,0.0767,0.1305,NO_PLAY,0.0,24,5,1,0.79,-0.17,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824477,666157,Nick Lodolo,CIN,1,MIA,4.5,-128,+100,projected,22.75,4.25,0.4197,0.4529,0.4909,0.5289,UNDER,0.038,0.1314,NO_PLAY,0.0,19,2,0,-3.75,-2.25,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823991,702070,Noah Cameron,KC,0,LAA,5.5,-147,+115,projected,23.72,5.78,0.519,0.544,0.5527,0.5613,UNDER,0.0087,0.1303,NO_PLAY,0.0,29,8,1,5.28,2.22,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823344,663776,Patrick Sandoval,BOS,0,PIT,4.5,-149,+116,projected,22.65,5.35,0.6192,0.6218,0.5928,0.5638,OVER,0.029,0.1314,NO_PLAY,0.0,24,6,1,1.35,0.65,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823991,696270,Ryan Johnson,LAA,1,KC,3.5,-162,+127,projected,19.51,3.47,0.4576,0.4644,0.5242,0.584,UNDER,0.0598,0.1288,NO_PLAY,0.0,22,4,1,2.49,0.53,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,822774,677960,Ryan Weathers,NYY,0,TOR,4.5,-141,+110,projected,23.05,5.09,0.5752,0.5992,0.5753,0.5513,OVER,0.024,0.1313,NO_PLAY,0.0,26,4,0,2.95,-1.09,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824236,680732,Sean Burke,CWS,0,DET,5.5,-139,+109,projected,23.36,6.25,0.5939,0.6133,0.581,0.5486,OVER,0.0323,0.1301,NO_PLAY,0.0,21,2,0,-2.36,-4.25,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,824397,676440,Tanner Bibee,CLE,1,SD,4.5,+119,-151,confirmed,23.16,4.19,0.4091,0.4464,0.4389,0.4315,OVER,0.0074,0.0782,NO_PLAY,0.0,27,3,0,3.84,-1.19,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,823912,669373,Tarik Skubal,LAD,1,MIL,7.5,+108,-137,projected,23.74,6.59,0.3403,0.3545,0.4043,0.4541,UNDER,0.0498,0.1288,NO_PLAY,0.0,27,7,0,3.26,0.41,0,2026-08-22T07:34:54.877200+00:00
2026-08-16,822940,669432,Trevor Rogers,BAL,0,TB,4.5,+102,-130,projected,22.77,3.87,0.346,0.3573,0.4121,0.4669,UNDER,0.0548,0.1303,NO_PLAY,0.0,26,6,1,3.23,2.13,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,824478,669467,Andre Pallante,STL,0,CIN,4.5,-138,+108,confirmed,23.01,4.67,0.4995,0.521,0.5339,0.5467,UNDER,0.0128,0.0806,NO_PLAY,0.0,25,5,1,1.99,0.33,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,823668,641927,Bailey Ober,MIN,1,ATL,3.5,-112,-114,confirmed,22.7,3.71,0.5093,0.533,0.5155,0.4979,OVER,0.0176,0.081,NO_PLAY,0.0,20,4,1,-2.7,0.29,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,822939,687064,Brandon Young,BAL,0,TB,3.5,-154,+121,confirmed,23.95,3.8,0.5284,0.5546,0.5636,0.5726,UNDER,0.009,0.0788,NO_PLAY,0.0,20,3,0,-3.95,-0.8,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,823427,650911,Cristopher Sanchez,PHI,1,MIA,6.5,-140,+110,confirmed,25.8,6.55,0.4832,0.498,0.5243,0.5506,UNDER,0.0263,0.0795,NO_PLAY,0.0,27,6,0,1.2,-0.55,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,823343,664285,Framber Valdez,DET,0,PIT,5.5,+119,-152,confirmed,23.93,4.72,0.334,0.346,0.3884,0.4309,UNDER,0.0425,0.0798,NO_PLAY,0.0,26,5,0,2.07,0.28,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,823427,676083,Janson Junk,MIA,0,PHI,3.5,+134,-172,confirmed,21.86,3.6,0.4861,0.5021,0.4527,0.4033,OVER,0.0494,0.0797,NO_PLAY,0.0,23,2,0,1.14,-1.6,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,824641,622491,Luis Castillo,CWS,0,CHC,4.5,-126,-101,projected,22.1,4.55,0.4772,0.4896,0.5078,0.526,UNDER,0.0182,0.13,NO_PLAY,0.0,24,1,0,1.9,-3.55,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,823668,527048,Martin Perez,ATL,0,MIN,3.5,-119,-107,confirmed,20.54,3.72,0.5114,0.5354,0.5239,0.5125,OVER,0.0115,0.0803,NO_PLAY,0.0,25,3,0,4.46,-0.72,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,824077,686930,Mason Barnett,ATH,0,KC,3.5,+116,-148,confirmed,17.67,3.75,0.5171,0.5418,0.4893,0.4369,OVER,0.0525,0.0797,NO_PLAY,0.0,19,2,0,1.33,-1.75,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,824077,608379,Michael Wacha,KC,1,ATH,4.5,-101,-126,confirmed,24.91,4.22,0.4139,0.4501,0.462,0.474,UNDER,0.012,0.08,NO_PLAY,0.0,20,3,0,-4.91,-1.22,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,824725,683352,Mitch Bratt,AZ,0,BOS,3.5,-138,+108,confirmed,20.72,3.57,0.4784,0.4911,0.5189,0.5467,UNDER,0.0278,0.0806,NO_PLAY,0.0,16,0,0,-4.72,-3.57,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,823589,690997,Nolan McLean,NYM,1,SD,5.5,-153,+120,confirmed,23.92,5.91,0.5406,0.5649,0.5679,0.5709,UNDER,0.003,0.0793,NO_PLAY,0.0,26,3,0,2.08,-2.91,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,824478,695076,Rhett Lowder,CIN,1,STL,4.5,+117,-149,confirmed,20.94,3.48,0.2694,0.3229,0.379,0.4351,UNDER,0.0561,0.0792,NO_PLAY,0.0,29,5,1,8.06,1.52,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,822939,663556,Shane McClanahan,TB,1,BAL,4.5,-112,-113,confirmed,20.93,5.33,0.616,0.6164,0.5577,0.499,OVER,0.0587,0.0788,NO_PLAY,0.0,14,3,0,-6.93,-2.33,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,824641,684007,Shota Imanaga,CHC,1,CWS,5.5,-120,-107,none,23.11,5.62,0.4923,0.5108,0.5121,0.5134,UNDER,0.0013,0.1324,NO_PLAY,0.0,24,10,1,0.89,4.38,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,824320,608372,Tomoyuki Sugano,COL,1,LAD,2.5,-145,+114,projected,22.12,3.11,0.6018,0.6133,0.5861,0.5588,OVER,0.0273,0.1291,NO_PLAY,0.0,24,3,1,1.88,-0.11,0,2026-08-22T07:34:54.877200+00:00
2026-08-17,823589,621111,Walker Buehler,SD,0,NYM,4.5,+131,-168,confirmed,21.01,4.35,0.4402,0.4587,0.4336,0.4085,OVER,0.0251,0.0798,NO_PLAY,0.0,21,4,0,-0.01,-0.35,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824475,671096,Andrew Abbott,CIN,1,STL,4.5,-102,-126,confirmed,22.78,3.64,0.3013,0.328,0.4016,0.4753,UNDER,0.0736,0.0825,NO_PLAY,0.0,26,6,1,3.22,2.36,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823341,677952,Braxton Ashcraft,PIT,1,DET,5.5,-132,+104,confirmed,24.07,5.85,0.5308,0.5566,0.5469,0.5372,OVER,0.0097,0.0792,NO_PLAY,0.0,28,4,0,3.93,-1.85,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823749,682243,Bryce Miller,SEA,0,MIL,5.5,+126,-161,confirmed,22.38,5.74,0.512,0.5361,0.4769,0.4177,OVER,0.0592,0.0793,NO_PLAY,0.0,23,3,0,0.62,-2.74,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,822859,615698,Cal Quantrill,TEX,1,WSH,3.5,-112,-114,confirmed,17.31,3.11,0.3763,0.3728,0.4353,0.4979,UNDER,0.0626,0.081,NO_PLAY,0.0,25,5,1,7.69,1.89,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824803,607074,Carlos Rodon,NYY,0,BAL,5.5,+127,-162,confirmed,19.58,5.71,0.5067,0.53,0.473,0.416,OVER,0.057,0.0788,NO_PLAY,0.0,17,4,0,-2.58,-1.71,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824398,687931,Carson Whisenhunt,SF,0,CLE,3.5,-119,-107,confirmed,21.66,3.67,0.4999,0.5215,0.517,0.5125,OVER,0.0045,0.0803,NO_PLAY,0.0,23,1,0,1.34,-2.67,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824154,664299,Cristian Javier,HOU,1,LAA,4.5,-120,-106,confirmed,19.63,3.75,0.3223,0.3306,0.4226,0.5146,UNDER,0.092,0.08,LEAN,2.0,18,5,1,-1.63,1.25,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824319,641778,Eric Lauer,LAD,0,COL,3.5,-137,+108,confirmed,21.7,3.84,0.5354,0.5605,0.5532,0.5459,OVER,0.0073,0.0788,NO_PLAY,0.0,22,6,1,0.3,2.16,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824398,656492,Foster Griffin,CLE,1,SF,5.5,-118,-108,confirmed,23.45,5.67,0.501,0.5231,0.5168,0.5104,OVER,0.0064,0.0805,NO_PLAY,0.0,23,6,1,-0.45,0.33,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824154,691946,George Klassen,LAA,0,HOU,4.5,+127,-162,confirmed,19.74,3.73,0.3186,0.33,0.373,0.416,UNDER,0.043,0.0788,NO_PLAY,0.0,25,7,1,5.26,3.27,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824075,678022,Jack Perkins,ATH,0,KC,3.5,-171,+133,confirmed,19.4,4.32,0.6282,0.6369,0.6161,0.5952,OVER,0.0209,0.0802,NO_PLAY,0.0,11,4,1,-8.4,-0.32,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,822938,667755,Jose Soriano,TOR,0,TB,4.5,+115,-147,confirmed,23.16,4.42,0.4528,0.4587,0.4487,0.4387,OVER,0.01,0.0803,NO_PLAY,0.0,25,2,0,1.84,-2.42,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823341,672456,Keider Montero,DET,0,PIT,3.5,-133,+105,confirmed,21.38,4.19,0.6057,0.6133,0.5763,0.5392,OVER,0.0371,0.0786,NO_PLAY,0.0,20,3,0,-1.38,-1.19,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824639,592332,Kevin Gausman,CHC,1,CWS,6.5,+121,-155,confirmed,23.51,5.7,0.3451,0.3573,0.392,0.4267,UNDER,0.0347,0.0803,NO_PLAY,0.0,21,5,0,-2.51,-0.7,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823749,690986,Kyle Harrison,MIL,1,SEA,6.5,+118,-150,confirmed,21.15,5.45,0.3053,0.3281,0.3807,0.4333,UNDER,0.0526,0.0787,NO_PLAY,0.0,19,8,1,-2.15,2.55,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824475,681517,Kyle Leahy,STL,0,CIN,5.5,-102,-125,confirmed,21.84,5.28,0.4331,0.4587,0.4674,0.4761,UNDER,0.0087,0.0805,NO_PLAY,0.0,18,6,1,-3.84,0.72,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824723,518876,Merrill Kelly,AZ,0,BOS,3.5,-126,-101,confirmed,24.01,3.48,0.4606,0.4682,0.4971,0.526,UNDER,0.0289,0.08,NO_PLAY,0.0,23,2,0,-1.01,-1.48,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,822938,607259,Nick Martinez,TB,1,TOR,3.5,+113,-144,confirmed,23.3,3.1,0.3754,0.3716,0.4073,0.4431,UNDER,0.0357,0.0796,NO_PLAY,0.0,22,5,1,-1.3,1.9,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824723,624133,Ranger Suarez,BOS,1,AZ,4.5,-121,-105,confirmed,21.65,4.72,0.5094,0.5331,0.5249,0.5167,OVER,0.0082,0.0797,NO_PLAY,0.0,22,3,0,0.35,-1.72,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823586,592662,Robbie Ray,SD,0,NYM,4.5,-120,-106,confirmed,22.99,4.95,0.5515,0.574,0.5443,0.5146,OVER,0.0297,0.08,NO_PLAY,0.0,24,4,0,1.01,-0.95,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824319,663372,Ryan Feltner,COL,1,LAD,3.5,+119,-152,projected,21.23,3.33,0.4272,0.4566,0.4437,0.4309,OVER,0.0129,0.1298,NO_PLAY,0.0,26,3,0,4.77,-0.33,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,824803,669358,Shane Baz,BAL,1,NYY,5.5,-140,+110,confirmed,24.51,5.63,0.494,0.5133,0.5319,0.5506,UNDER,0.0186,0.0795,NO_PLAY,0.0,25,10,1,0.49,4.37,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823667,641816,Tyler Mahle,ATL,0,MIN,4.5,-113,-112,confirmed,22.58,4.67,0.5005,0.5225,0.5118,0.501,OVER,0.0107,0.0788,NO_PLAY,0.0,25,3,0,2.42,-1.67,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823586,804267,Zac Thornton,NYM,1,SD,3.5,-110,-116,confirmed,21.97,3.7,0.5068,0.5301,0.5119,0.4938,OVER,0.0182,0.0808,NO_PLAY,0.0,23,7,1,1.03,3.3,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823423,554430,Zack Wheeler,PHI,1,MIA,7.5,+112,-142,confirmed,23.9,6.63,0.3451,0.3573,0.4015,0.4456,UNDER,0.0442,0.0785,NO_PLAY,0.0,20,7,0,-3.9,0.37,0,2026-08-22T07:34:54.877200+00:00
2026-08-18,823667,805673,Zebby Matthews,MIN,1,ATL,4.5,+103,-131,confirmed,23.88,4.81,0.5275,0.5535,0.5092,0.4649,OVER,0.0443,0.0797,NO_PLAY,0.0,23,4,0,-0.88,-0.81,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,823424,605400,Aaron Nola,PHI,1,MIA,5.5,-124,-103,confirmed,22.86,5.5,0.472,0.472,0.4969,0.5218,UNDER,0.0249,0.081,NO_PLAY,0.0,26,8,1,3.14,2.5,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824722,694297,Brandon Pfaadt,AZ,0,BOS,3.5,-112,-113,projected,20.8,3.47,0.4576,0.4643,0.4816,0.499,UNDER,0.0173,0.1288,NO_PLAY,0.0,24,8,1,3.2,4.53,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,822860,676917,Cade Cavalli,WSH,0,TEX,6.5,+117,-149,confirmed,22.57,6.02,0.3967,0.3967,0.4159,0.4351,UNDER,0.0192,0.0792,NO_PLAY,0.0,22,11,1,-0.57,4.98,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824476,695505,Chase Burns,CIN,1,STL,6.5,+105,-134,confirmed,23.26,5.74,0.3523,0.3523,0.4061,0.46,UNDER,0.0539,0.0805,NO_PLAY,0.0,22,8,1,-1.26,2.26,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824801,605135,Chris Bassitt,BAL,1,NYY,4.5,-119,-107,confirmed,21.77,3.96,0.3625,0.3625,0.4375,0.5125,UNDER,0.075,0.0803,NO_PLAY,0.0,24,6,1,2.23,2.04,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824640,605280,Clay Holmes,CHC,1,CWS,4.5,-127,-101,projected,22.96,4.95,0.5504,0.573,0.5499,0.5268,OVER,0.0231,0.132,NO_PLAY,0.0,23,1,0,0.04,-3.95,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,822937,656876,Drew Rasmussen,TB,1,TOR,5.5,+111,-142,confirmed,22.39,5.49,0.4696,0.4696,0.4582,0.4468,OVER,0.0114,0.0807,NO_PLAY,0.0,23,5,0,0.61,-0.49,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,823748,669160,Dustin May,MIL,1,SEA,5.5,+110,-140,confirmed,22.33,4.71,0.3324,0.3324,0.3909,0.4494,UNDER,0.0585,0.0795,NO_PLAY,0.0,16,1,0,-6.33,-3.71,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,822860,677958,Kumar Rocker,TEX,1,WSH,4.5,-106,-120,confirmed,22.11,4.33,0.4363,0.4363,0.4609,0.4854,UNDER,0.0246,0.08,NO_PLAY,0.0,22,3,0,-0.11,-1.33,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824318,607536,Kyle Freeland,COL,1,LAD,3.5,-143,+112,projected,23.91,4.08,0.582,0.582,0.5685,0.5551,OVER,0.0134,0.1302,NO_PLAY,0.0,18,5,1,-5.91,0.92,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,823748,669302,Logan Gilbert,SEA,0,MIL,6.5,+108,-137,confirmed,23.97,5.88,0.3745,0.3745,0.4143,0.4541,UNDER,0.0398,0.0788,NO_PLAY,0.0,23,5,0,-0.97,-0.88,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824476,669461,Matthew Liberatore,STL,0,CIN,5.5,-114,-112,confirmed,21.95,5.63,0.4932,0.4932,0.4977,0.5021,UNDER,0.0044,0.081,NO_PLAY,0.0,22,9,1,0.05,3.37,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,822937,453286,Max Scherzer,TOR,0,TB,3.5,-110,-116,confirmed,19.0,2.85,0.3179,0.3179,0.4058,0.4938,UNDER,0.0879,0.0808,LEAN,2.0,21,1,0,2.0,-1.85,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,823587,650633,Michael King,SD,0,NYM,4.5,-140,+110,projected,23.3,5.04,0.567,0.5899,0.5702,0.5506,OVER,0.0197,0.1295,NO_PLAY,0.0,25,4,0,1.7,-1.04,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824394,800048,Parker Messick,CLE,1,SF,6.5,+101,-129,confirmed,23.6,6.18,0.4227,0.4227,0.4458,0.469,UNDER,0.0232,0.0808,NO_PLAY,0.0,26,10,1,2.4,3.82,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,823342,694973,Paul Skenes,PIT,1,DET,6.5,+122,-156,projected,22.78,6.52,0.4771,0.4895,0.4573,0.425,OVER,0.0322,0.1298,NO_PLAY,0.0,20,5,0,-2.78,-1.52,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824722,801139,Payton Tolle,BOS,1,AZ,5.5,-121,-105,projected,23.38,5.37,0.4484,0.4587,0.4877,0.5167,UNDER,0.029,0.1297,NO_PLAY,0.0,22,6,1,-1.38,0.63,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,823587,476594,Robert Stock,NYM,1,SD,3.5,-149,+117,projected,21.31,4.49,0.6567,0.6781,0.6215,0.5649,OVER,0.0566,0.1292,NO_PLAY,0.0,19,6,1,-2.31,1.51,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824318,808963,Roki Sasaki,LAD,0,COL,4.5,-150,+118,projected,22.57,5.19,0.5924,0.5924,0.5795,0.5667,OVER,0.0128,0.1287,NO_PLAY,0.0,23,6,1,0.43,0.81,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,823424,645261,Sandy Alcantara,MIA,0,PHI,4.5,+119,-153,confirmed,26.26,4.43,0.4562,0.4562,0.4432,0.4302,OVER,0.013,0.0814,NO_PLAY,0.0,26,1,0,-0.26,-3.43,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824076,607625,Seth Lugo,KC,1,ATH,4.5,+126,-161,confirmed,23.35,4.17,0.4036,0.4036,0.4106,0.4177,UNDER,0.0071,0.0793,NO_PLAY,0.0,26,3,0,2.65,-1.17,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,823664,671737,Taj Bradley,MIN,1,ATL,5.5,-134,+105,projected,24.16,5.87,0.5329,0.5584,0.5492,0.54,OVER,0.0092,0.1305,NO_PLAY,0.0,20,7,1,-4.16,1.13,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824155,700712,Walbert Urena,LAA,0,HOU,4.5,-129,+101,confirmed,21.92,4.57,0.4817,0.4817,0.5063,0.531,UNDER,0.0247,0.0808,NO_PLAY,0.0,20,7,1,-1.92,2.43,0,2026-08-22T07:34:54.877200+00:00
2026-08-19,824801,701542,Will Warren,NYY,0,BAL,5.5,+115,-147,confirmed,22.42,5.94,0.5444,0.5444,0.4915,0.4387,OVER,0.0529,0.0803,NO_PLAY,0.0,18,5,0,-4.42,-0.94,0,2026-08-22T07:34:54.877200+00:00
2026-08-20,822861,674841,Andrew Alvarez,WSH,0,TEX,4.5,+105,-134,confirmed,19.36,4.65,0.496,0.496,0.478,0.46,OVER,0.018,0.0805,NO_PLAY,0.0,22,5,1,2.64,0.35,0,2026-08-22T07:34:54.877200+00:00
2026-08-20,824589,641743,Anthony Kay,CWS,1,ATL,4.5,+119,-152,projected,21.68,3.93,0.3567,0.3567,0.3938,0.4309,UNDER,0.0371,0.1298,NO_PLAY,0.0,24,6,1,2.32,2.07,0,2026-08-22T07:34:54.877200+00:00
2026-08-20,824474,663903,Brady Singer,CIN,1,STL,4.5,+114,-145,projected,22.99,4.01,0.3725,0.3725,0.4068,0.4412,UNDER,0.0344,0.1291,NO_PLAY,0.0,26,3,0,3.01,-1.01,0,2026-08-22T07:34:54.877200+00:00
2026-08-20,824074,695611,Gage Jump,ATH,0,KC,5.5,+124,-159,projected,22.85,5.23,0.424,0.424,0.4225,0.421,OVER,0.0015,0.1303,NO_PLAY,0.0,23,3,0,0.15,-2.23,0,2026-08-22T07:34:54.877200+00:00
2026-08-20,824395,668909,Gavin Williams,CLE,1,SF,7.5,-107,-119,projected,24.35,6.93,0.3911,0.3911,0.4393,0.4875,UNDER,0.0482,0.1303,NO_PLAY,0.0,24,11,1,-0.35,4.07,0,2026-08-22T07:34:54.877200+00:00
2026-08-20,823747,669923,George Kirby,SEA,0,MIL,4.5,-133,+104,projected,24.27,4.75,0.5146,0.5146,0.5263,0.538,UNDER,0.0117,0.131,NO_PLAY,0.0,20,3,0,-4.27,-1.75,0,2026-08-22T07:34:54.877200+00:00
